FLORIDA DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,,,
SCHOOL MEMBERSHIP BY GRADE,,,,,,,,,,,,,,,,,,
SCHOOL YEAR 2012-13,,,,,,,,,,,,,,,,,,
SURVEY 2 DATA as of 11/25/12 ,,,,,,,,,,,,,,,,,,
A blank cell indicates no population for the subgroup.,,,,,,,,,,,,,,,,,,
# cells indicate subgroup population fewer than 10,,,,,,,,,,,,,,,,,,
DISTRICT #,DISTRICT,SCHOOL #,SCHOOL,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,TOTAL MEMBERSHIP
50,PALM BEACH,2161,PANTHER RUN ELEMENTARY SCHOOL,90,91,103,112,140,135,140, , , , , , , ,811
50,PALM BEACH,2181,OLYMPIC HEIGHTS COMMUNITY HIGH,21, , , , , , , , , ,546,504,458,521,"2,050"
50,PALM BEACH,2191,WELLINGTON HIGH SCHOOL, , , , , , , , , , ,608,667,594,534,"2,403"
50,PALM BEACH,2201,WILLIAM T. DWYER HIGH SCHOOL,10, , , , , , , , , ,504,561,577,494,"2,146"
50,PALM BEACH,2241,MANATEE ELEMENTARY SCHOOL,51,167,149,165,155,196,204, , , , , , , ,"1,087"
50,PALM BEACH,2301,GLADES CENTRAL HIGH SCHOOL, , , , , , , , , , ,306,272,219,230,"1,027"
50,PALM BEACH,2331,ROYAL PALM BEACH HIGH SCHOOL, , , , , , , , , , ,647,562,504,452,"2,165"
50,PALM BEACH,2351,ORCHARD VIEW ELEMENTARY SCHOOL,20,95,90,76,113,94,74, , , , , , , ,562
50,PALM BEACH,2361,BOYNTON BEACH COMMUNITY HIGH,#, , , , , , , , , ,429,393,396,358,"1,585"
50,PALM BEACH,2371,PIONEER PARK ELEMENTARY SCHOOL,45,56,47,56,83,57,52, , , , , , , ,396
50,PALM BEACH,2401,BELLE GLADE ELEMENTARY SCHOOL,75,102,72,74,97,65,84, , , , , , , ,569
50,PALM BEACH,2411,INDIAN RIDGE SCHOOL, ,#,#,#,#,#,#,#,12,18,13,16,11,13,108
50,PALM BEACH,2421,GOLDEN GROVE ELEMENTARY SCHOOL, ,94,77,93,103,93,105, , , , , , , ,565
50,PALM BEACH,2431,SOUTH GRADE ELEMENTARY SCHOOL,20,131,114,114,89,71,70, , , , , , , ,609
50,PALM BEACH,2451,WESTERN PINES COMMUNITY MIDDLE, , , , , , , ,403,391,390, , , , ,"1,184"
50,PALM BEACH,2461,EAGLES LANDING MIDDLE SCHOOL, , , , , , , ,446,437,427, , , , ,"1,310"
50,PALM BEACH,2491,DR. MARY MCLEOD BETHUNE ELEM., ,85,85,69,76,61,64, , , , , , , ,440
50,PALM BEACH,2511,BAK MIDDLE SCHOOL OF THE ARTS, , , , , , , ,455,458,442, , , , ,"1,355"
50,PALM BEACH,2521,ED VENTURE CHARTER SCHOOL, , , , , , , , , , ,30,24,19,42,115
50,PALM BEACH,2531,POTENTIALS CHARTER SCHOOL,#,#,#,#,#,#,#, , , , , , , ,33
50,PALM BEACH,2541,BEACON COVE INTERMEDIATE SCHL, , , , ,301,298,333, , , , , , , ,932
50,PALM BEACH,2551,FRONTIER ELEMENTARY SCHOOL, ,98,99,100,104,95,120, , , , , , , ,616
50,PALM BEACH,2561,BINKS FOREST ELEMENTARY SCHOOL, ,152,157,159,204,189,203, , , , , , , ,"1,064"
50,PALM BEACH,2571,HERITAGE ELEMENTARY SCHOOL,40,158,175,135,166,146,152, , , , , , , ,972
50,PALM BEACH,2581,CORAL REEF ELEMENTARY SCHOOL,33,112,149,124,166,155,192, , , , , , , ,931
50,PALM BEACH,2591,PLEASANT CITY ELEMENTARY SCHOO,34,58,35,43,52,34,35, , , , , , , ,291
50,PALM BEACH,2601,ODYSSEY MIDDLE SCHOOL, , , , , , , ,370,357,342, , , , ,"1,069"
50,PALM BEACH,2611,POLO PARK MIDDLE SCHOOL, , , , , , , ,291,317,374, , , , ,982
50,PALM BEACH,2621,INDEPENDENCE MIDDLE SCHOOL, , , , , , , ,425,459,438, , , , ,"1,322"
50,PALM BEACH,2631,PALM BEACH CENTRAL HIGH SCHOOL, , , , , , , , , , ,800,747,713,638,"2,898"
50,PALM BEACH,2641,LAKESIDE ACADEMY, ,15,18,#,16,15,18,13, , , , , , ,104
50,PALM BEACH,2661,JOSEPH LITTLES-NGUZO SABA, ,21,31,19,20,25,13,15,#,#, , , , ,162
50,PALM BEACH,2671,FREEDOM SHORES ELEMENTARY SCHO, ,144,167,168,147,150,129, , , , , , , ,905
50,PALM BEACH,2691,SUNRISE PARK ELEMENTARY SCHOOL,#,131,120,134,155,174,151, , , , , , , ,866
50,PALM BEACH,2701,JEAGA MIDDLE SCHOOL, , , , , , , ,370,395,408, , , , ,"1,173"
50,PALM BEACH,2711,DON ESTRIDGE HIGH TECH MIDDLE, , , , , , , ,422,417,409, , , , ,"1,248"
50,PALM BEACH,2721,DISCOVERY KEY ELEMENTARY SCHL,#,134,149,168,147,143,137, , , , , , , ,879
50,PALM BEACH,2731,CROSSPOINTE ELEMENTARY SCHOOL,10,114,117,110,129,127,132, , , , , , , ,739
50,PALM BEACH,2741,ROYAL PALM BEACH ELEMENTARY SC, ,121,105,113,127,99,126, , , , , , , ,691
50,PALM BEACH,2751,BENOIST FARMS ELEMENTARY SCHL,45,119,110,105,92,116,99, , , , , , , ,686
50,PALM BEACH,2761,CHOLEE LAKE ELEMENTARY SCHOOL,37,166,184,150,155,150,124, , , , , , , ,966
50,PALM BEACH,2781,TRADEWINDS MIDDLE SCHOOL, , , , , , , ,435,388,427, , , , ,"1,250"
50,PALM BEACH,2791,RENAISSANCE LEARNING CENTER,24,11,#,#,#,13,#,#,#,11, , , , ,102
50,PALM BEACH,2801,PALM BEACH MARITIME ACADEMY, ,114,71,75,54,65,66,160,79,63, , , , ,747
50,PALM BEACH,2811,VILLAGE ACADEMY ON THE ART & S,181,80,86,63,69,56,67,74,60,55,58,42,44,28,963
50,PALM BEACH,2821,OSCEOLA CREEK MIDDLE SCHOOL, , , , , , , ,199,250,281, , , , ,730
50,PALM BEACH,2861,PIERCE HAMMOCK ELEMENTARY,#,96,71,91,108,110,125, , , , , , , ,602
50,PALM BEACH,2911,WESTERN ACADEMY CHARTER SCHOOL, ,40,44,40,41,45,45,45,42,41, , , , ,383
50,PALM BEACH,2941,PALM BEACH SCHOOL FOR AUTISM,41,25,24,#,15,17,17,22,16,12, , , , ,193
50,PALM BEACH,3002,PALM BEACH COUNTY JAIL, , , , , , , , ,#,#,#,11,#,#,31
50,PALM BEACH,3006,PALM BEACH REGIONAL DET.CENTER, , , , , , , ,#,#,#,12,#,#, ,30
50,PALM BEACH,3010,PACE CENTER FOR GIRLS, , , , , , , ,#,#,#,17,12,#,#,47
50,PALM BEACH,3014,CARP, , , , , , , , , , ,#,#,#,#,#
50,PALM BEACH,3024,HIGHRIDGE FAMILY CENTER, , , , , , ,#,#,#,11,#,#,#, ,40
50,PALM BEACH,3039,ALTERNATIVE PROGRAM CENTRAL, , , , , , , , , ,#,#,#,#,#,18
50,PALM BEACH,3044,NORTH AREA ELEMENTARY TRANSITI, , , , ,#, ,#, , , , , , , ,#
50,PALM BEACH,3046,SOUTH AREA SECONDARY INTENSIVE, , , , , , , ,#,12,18,25,10,#,#,81
50,PALM BEACH,3083,RENAISSANCE LEARNING ACADEMY, , , , , , , , , , ,14,22,24,13,73
50,PALM BEACH,3100,TEEN PARENT PROGRAM - PK,141, , , , , , , , , , , , , ,141
50,PALM BEACH,3101,CROSSROADS ACADEMY, , , , , , , ,#,10,32,29,21,39,29,164
50,PALM BEACH,3251,WEST BOCA RATON HIGH SCHOOL, , , , , , , , , , ,542,591,529,462,"2,124"
50,PALM BEACH,3261,DIAMOND VIEW ELEMENTARY SCHOOL, ,162,155,158,162,151,132, , , , , , , ,920
50,PALM BEACH,3341,EQUESTRIAN TRAILS ELEMENTARY,49,113,135,120,132,135,143, , , , , , , ,827
50,PALM BEACH,3344,TOMORROW'S PROMISE COMMUNITY S, , , , , , , , , , , ,63,26,11,100
50,PALM BEACH,3345,GULFSTREAM L.I.F.E. ACADEMY, , , , , , , , , , , , ,#,88,92
50,PALM BEACH,3347,LEADERSHIP ACADEMY WEST, , , , , , , , , , ,27,45,42,33,147
50,PALM BEACH,3349,EXCEL LEADERSHIP ACADEMY, , , , , , , , , , ,20,19,28,25,92
50,PALM BEACH,3351,GRASSY WATERS ELEMENTARY,20,114,123,112,101,120,87, , , , , , , ,677
50,PALM BEACH,3354,PALM BEACH JUVENILE CORRECTION, , , , , , , , , ,#,41,35,10,#,96
50,PALM BEACH,3355,RIVIERA BEACH PREPARATORY & AC, , , , , , , , , , ,16,40,43,36,135
50,PALM BEACH,3361,ELBRIDGE GALE ELEMENTARY SCHOO,52,160,168,156,168,172,162, , , , , , , ,"1,038"
50,PALM BEACH,3371,EMERALD COVE MIDDLE SCHOOL, , , , , , , ,420,399,413, , , , ,"1,232"
50,PALM BEACH,3381,IMAGINE SCHOOLS CHANCELLOR CAM, ,93,93,124,120,121,136,89,101,126, , , , ,"1,003"
50,PALM BEACH,3382,GLADES ACADEMY ELEMENTARY SCHO, ,25,19,18,20,16,17, , , , , , , ,115
50,PALM BEACH,3384,HOPE LEARNING COMMUNITY OF RIV, ,#,#,#,#,#,#, , , , , , , ,33
50,PALM BEACH,3385,BRIGHT FUTURES ACADEMY CHARTER, ,92,92,69,70,71,71,79,66,78, , , , ,688
50,PALM BEACH,3386,TOUSSAINT L'OUVERTURE HIGH, , , , , , , , , , ,10,16,62,82,170
50,PALM BEACH,3391,SEAGULL ACADEMY, , , , , , , ,#,#,#,#,#,12,34,64
50,PALM BEACH,3392,CHARTER SCHOOL OF BOYNTON BEAC, ,91,96,91,97,76,83,89,72,67,35,30,#, ,835
50,PALM BEACH,3394,MONTESSORI ACADEMYOF EARLY ENR,20,32,34,28,12,#,12, , , , , , , ,146
50,PALM BEACH,3395,JFK MEDICAL CENTER CHARTER, ,80,96,77,101,84,83, , , , , , , ,521
50,PALM BEACH,3396,G-STAR SCHOOL OF THE ARTS, , , , , , , , , , ,316,322,272,192,"1,102"
50,PALM BEACH,3398,EVERGLADES PREPARATORY ACADEMY, , , , , , , , , , ,17,20,31,27,95
50,PALM BEACH,3400,BELIEVERS ACADEMY, , , , , , , , , , ,33,28,19,35,115
50,PALM BEACH,3401,QUANTUM HIGH SCHOOL, , , , , , , , , , ,23,27,48,27,125
50,PALM BEACH,3411,MY CHOICE ACADEMY, ,23,14,19,28,18,12, , , , , , , ,114
50,PALM BEACH,3413,SOMERSET ACADEMY BOCA EAST, ,40,24,40,24,27,14, , , , , , , ,169
50,PALM BEACH,3421,WORTHINGTON HIGH SCHOOL, , , , , , , , , , ,52,58,60,30,200
50,PALM BEACH,3431,RENAISSANCE CHARTER SCHOOL AT, ,106,100,91,89,69,69,85, , , , , , ,609
50,PALM BEACH,3433,FLORIDA INTERNATIONAL LANGUAGE, ,12,#,#,#,#,#,13,#,#, , , , ,68
50,PALM BEACH,3436,IGENERATION EMPOWERMENT ACADEM, , , , , , , ,11,11,12,15,10,#,#,67
50,PALM BEACH,3443,RIVIERA BEACH MARITIME ACADEMY, , , , , , , , , , ,66,59,39,46,210
50,PALM BEACH,3861,SEMINOLE RIDGE COMMUNITY HIGH, , , , , , , , , , ,605,669,642,501,"2,417"
50,PALM BEACH,3941,BEN GAMLA-PALM BEACH, ,66,61,41,44,25,25,21, , , , , , ,283
50,PALM BEACH,3961,GARDENS SCHOOL OF TECHNOLOGY A, ,35,18,18,19,19,22,24,23, , , , , ,178
50,PALM BEACH,3971,MAVERICKS HIGH SCHOOL AT PALM, , , , , , , , , , ,95,145,133,125,498
50,PALM BEACH,7001,PALM BEACH VIRTUAL INSTRUCTION, ,15,16,21,19,14,31,#,#,#,#, ,#,#,137
50,PALM BEACH,7004,PALM BEACH VIRTUAL FRANCHISE, , , , , , , ,12,#,13,13,10,14,28,98
50,PALM BEACH,7079,K-8 FLVA VIRTUAL SCHOOL CONTIN, , , , , , ,#,#,#,#, , , , ,12
50,PALM BEACH,9034,EXCEPTIONAL PROG PRE-K,61, , , , , , , ,#,#, ,#,#,12,82
51,PASCO,21,RODNEY B. COX ELEMENTARY SCHL,77,64,69,53,67,52,46, , , , , , , ,428
51,PASCO,31,PASCO HIGH SCHOOL, , , , , , , , , , ,493,371,345,259,"1,468"
51,PASCO,32,TRINITY ELEMENTARY SCHOOL,#,92,89,95,86,80,81, , , , , , , ,527
51,PASCO,57,SEVEN SPRINGS MIDDLE SCHOOL, , , , , , , ,450,487,443, , , , ,"1,380"
51,PASCO,59,DENHAM OAKS ELEMENTARY SCHOOL,23,101,105,122,115,129,117, , , , , , , ,712
51,PASCO,60,"CHESTER W. TAYLOR, JR. ELEMENT",36,78,107,85,95,86,86, , , , , , , ,573
51,PASCO,61,PASCO ELEMENTARY SCHOOL,37,115,108,105,117,113,105, , , , , , , ,700
51,PASCO,63,WESLEY CHAPEL HIGH SCHOOL, , , , , , , , , , ,433,357,346,325,"1,461"
51,PASCO,65,JAMES M. MARLOWE ELEM. SCHOOL, ,75,69,69,77,60,90, , , , , , , ,440
51,PASCO,69,CHASCO MIDDLE SCHOOL, , , , , , , ,239,237,267, , , , ,743
51,PASCO,70,CHASCO ELEMENTARY SCHOOL,21,113,112,107,137,103,117, , , , , , , ,710
51,PASCO,71,PASCO MIDDLE SCHOOL, , , , , , , ,286,298,267, , , , ,851
51,PASCO,72,SUNRAY ELEMENTARY SCHOOL,#,93,93,94,87,77,83, , , , , , , ,528
51,PASCO,73,JAMES W. MITCHELL HIGH SCHOOL, , , , , , , , , ,#,443,446,468,396,"1,754"
51,PASCO,74,CENTENNIAL MIDDLE SCHOOL, , , , , , , ,198,224,220, , , , ,642
51,PASCO,81,MOORE-MICKENS EDUCATION CENTER,49, , , , , , , , , ,21,23,31,63,187
51,PASCO,82,OAKSTEAD ELEMENTARY SCHOOL,16,189,157,181,167,178,171, , , , , , , ,"1,059"
51,PASCO,83,GULF HIGHLANDS ELEMENTARY SCHO,42,94,98,78,100,65,80, , , , , , , ,557
51,PASCO,84,DOUBLE BRANCH ELEMENTARY SCHOO,16,128,140,129,138,128,156, , , , , , , ,835
51,PASCO,85,TRINITY OAKS ELEMENTARY SCHOOL,#,99,105,119,133,118,116, , , , , , , ,696
51,PASCO,86,DR. JOHN LONG MIDDLE SCHOOL, , , , , , , ,523,538,555,#, , , ,"1,618"
51,PASCO,89,PAUL R. SMITH MIDDLE SCHOOL, , , , , , , ,328,363,365, , , , ,"1,056"
51,PASCO,90,WIREGRASS RANCH HIGH SCHOOL, , , , , , , , ,#,#,539,528,530,401,"2,002"
51,PASCO,91,WEST ZEPHYRHILLS ELEM. SCHOOL,51,150,144,108,145,115,114, , , , , , , ,827
51,PASCO,92,NEW RIVER ELEMENTARY SCHOOL,32,110,90,107,108,91,91, , , , , , , ,629
51,PASCO,93,GULF TRACE ELEMENTARY SCHOOL,57,109,107,94,116,83,102, , , , , , , ,668
51,PASCO,100,CHARLES S. RUSHE MIDDLE SCHOOL, , , , , , , ,434,405,464, , , , ,"1,303"
51,PASCO,101,SUNLAKE HIGH SCHOOL, , , , , , , , , , ,431,406,406,357,"1,600"
51,PASCO,102,RAYMOND B. STEWART MIDDLE SCHL, , , , , , , ,366,332,371,#, , , ,"1,071"
51,PASCO,103,CREWS LAKE MIDDLE SCHOOL, , , , , , , ,241,246,270, , , , ,757
51,PASCO,110,VETERANS ELEMENTARY SCHOOL,#,134,136,143,132,144,128, , , , , , , ,820
51,PASCO,112,WATERGRASS ELEMENTARY SCHOOL,38,92,86,81,94,97,81, , , , , , , ,569
51,PASCO,113,ANCLOTE HIGH SCHOOL, , , , , , , , , , ,406,306,326,232,"1,270"
51,PASCO,114,FIVAY HIGH SCHOOL, , , , , , , , , ,#,471,437,422,246,"1,578"
51,PASCO,117,ODESSA ELEMENTARY SCHOOL,28,128,122,113,127,106,95, , , , , , , ,719
51,PASCO,131,ZEPHYRHILLS HIGH SCHOOL, , , , , , , , , , ,441,425,367,277,"1,510"
51,PASCO,132,WOODLAND ELEMENTARY SCHOOL,36,135,142,135,164,137,125, , , , , , , ,874
51,PASCO,201,CONNERTON ELEMENTARY SCHOOL,13,133,140,153,145,145,151, , , , , , , ,880
51,PASCO,211,MITTYE P. LOCKE ELEM. SCHOOL,63,74,75,76,92,80,95, , , , , , , ,555
51,PASCO,242,SCHWETTMAN EDUCATION CENTER, , , , , , , , ,#,73,23,17,#,#,132
51,PASCO,251,SAN ANTONIO ELEMENTARY SCHOOL,22,88,103,108,121,102,112, , , , , , , ,656
51,PASCO,261,GULF MIDDLE SCHOOL, , , , , , , ,288,269,287, , , , ,844
51,PASCO,271,RICHEY ELEMENTARY SCHOOL,37,110,105,97,107,101,74, , , , , , , ,631
51,PASCO,301,HUDSON ELEMENTARY SCHOOL,21,104,113,77,150,113,109, , , , , , , ,687
51,PASCO,311,COTEE RIVER ELEMENTARY SCHOOL,18,108,94,99,98,94,76, , , , , , , ,587
51,PASCO,321,LACOOCHEE ELEMENTARY SCHOOL,34,75,58,64,86,42,49, , , , , , , ,408
51,PASCO,331,GULF HIGH SCHOOL, , , , , , , , , , ,370,334,323,244,"1,271"
51,PASCO,341,SCHRADER ELEMENTARY SCHOOL,17,95,90,89,89,79,91, , , , , , , ,550
51,PASCO,342,BAYONET POINT MIDDLE SCHOOL, , , , , , , ,260,241,268, , , , ,769
51,PASCO,351,FOX HOLLOW ELEMENTARY SCHOOL,64,88,68,89,95,83,85, , , , , , , ,572
51,PASCO,361,QUAIL HOLLOW ELEMENTARY SCHOOL,37,49,57,64,73,46,54, , , , , , , ,380
51,PASCO,401,CENTENNIAL ELEMENTARY SCHOOL,38,83,72,94,112,106,95, , , , , , , ,600
51,PASCO,411,SEVEN SPRINGS ELEMENTARY SCHOO,#,89,86,78,89,86,97, , , , , , , ,533
51,PASCO,421,DEER PARK ELEMENTARY SCHOOL,16,83,79,95,107,108,116, , , , , , , ,604
51,PASCO,451,DR. MARY GIELLA ELEMENTARY SCH, ,106,84,98,103,106,100, , , , , , , ,597
51,PASCO,461,THOMAS E. WEIGHTMAN MIDDLE SCH, , , , , , , ,385,421,400, , , , ,"1,206"
51,PASCO,471,RIVER RIDGE HIGH SCHOOL, , , , , , , ,#,#,#,419,383,375,343,"1,530"
51,PASCO,472,RIVER RIDGE MIDDLE SCHOOL, , , , , , , ,326,397,349, , , , ,"1,072"
51,PASCO,501,NORTHWEST ELEMENTARY SCHOOL,51,114,101,101,126,81,93, , , , , , , ,667
51,PASCO,521,HUDSON HIGH SCHOOL, , , , , , , ,#,#,#,340,300,279,207,"1,134"
51,PASCO,601,SHADY HILLS ELEMENTARY SCHOOL,45,65,63,74,68,55,79, , , , , , , ,449
51,PASCO,701,CYPRESS ELEMENTARY SCHOOL,18,120,110,131,128,126,142, , , , , , , ,775
51,PASCO,801,LAND O' LAKES HIGH SCHOOL, , , , , , , , , ,#,446,435,421,335,"1,638"
51,PASCO,901,ANCLOTE ELEMENTARY SCHOOL,35,101,79,78,100,90,88, , , , , , , ,571
51,PASCO,902,PINE VIEW ELEMENTARY SCHOOL,33,118,108,102,132,145,123, , , , , , , ,761
51,PASCO,911,GULFSIDE ELEMENTARY SCHOOL,#,81,101,77,103,74,80, , , , , , , ,518
51,PASCO,921,PINE VIEW MIDDLE SCHOOL, , , , , , , ,293,312,303, , , , ,908
51,PASCO,931,RIDGEWOOD HIGH SCHOOL, , , , , , , , , , ,322,270,254,265,"1,111"
51,PASCO,932,CALUSA ELEMENTARY SCHOOL,#,86,94,93,91,90,95, , , , , , , ,550
51,PASCO,941,MOON LAKE ELEMENTARY SCHOOL,49,105,109,112,110,110,112, , , , , , , ,707
51,PASCO,951,HUDSON MIDDLE SCHOOL, , , , , , , ,259,275,278, , , , ,812
51,PASCO,961,LAKE MYRTLE ELEMENTARY SCHOOL,30,91,100,112,118,112,114, , , , , , , ,677
51,PASCO,991,MARCHMAN TECHNICAL EDUCATION C,37, , , , , , , , ,#,#,10,11,75,138
51,PASCO,2061,SAND PINE ELEMENTARY SCHOOL,#,86,108,108,105,100,124, , , , , , , ,633
51,PASCO,2071,WESLEY CHAPEL ELEMENTARY SCHL, ,102,95,99,109,103,108, , , , , , , ,616
51,PASCO,2081,LONGLEAF ELEMENTARY SCHOOL,23,88,107,103,102,110,116, , , , , , , ,649
51,PASCO,2091,SEVEN OAKS ELEMENTARY SCHOOL,26,147,159,161,158,167,139, , , , , , , ,957
51,PASCO,2101,BAYCARE BEHAVIORAL HEALTH, , , , ,#, , ,#,#,#,#,#,#,#,32
51,PASCO,2102,AMI KIDS PASCO, , , , , , , , ,#,#,#,#,#, ,26
51,PASCO,4081,PASCO GIRLS ACADEMY, , , , , , , , ,#,#,#,#, , ,22
51,PASCO,4301,DAYSPRING ACADEMY, ,57,56,61,62,67,45,68,70,67, , , , ,553
51,PASCO,4302,ACADEMY AT THE FARM, ,38,38,41,40,45,48,51,48,41, , , , ,390
51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY, , ,42,43,39,37,31,21,18, , , , , ,231
51,PASCO,4321,ATHENIAN ACADEMY OF PASCO COUN, ,69,48,57,42,44,36,39,31,26, , , , ,392
51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKE, ,72,87,73,88,89,56,77,45,41, , , , ,628
51,PASCO,5242,PACE CENTER FOR GIRLS, , , , , , , ,#,#,#,14,10,#, ,43
51,PASCO,5881,SHERIFF'S DETENTION CENTER, , , , , , , , , , ,#,#,#,#,14
51,PASCO,7001,PASCO VIRTUAL INSTRUCTION PROG, ,#,#,#,#,#,#,10,#,#, , , , ,50
51,PASCO,7004,PASCO ESCHOOL-VIRTUAL FRANCHIS, , , , , , , ,13,#,15,11,17,18,18,100
51,PASCO,7023,PASCO VIRTUAL INSTRUCTION (DIS, ,12,10,20,#,10,11, , , , , , , ,69
51,PASCO,7071,JAMES IRVIN EDUCATION CENTER, , , , , , , , ,#,50,16,15,#,#,106
51,PASCO,7081,JUVENILE DETENTION CENTER, , , , , , , ,#,#,#,15,#,#,#,38
52,PINELLAS,51,ANONA ELEMENTARY SCHOOL,#,66,63,73,60,86,61, , , , , , , ,411
52,PINELLAS,111,AZALEA ELEMENTARY SCHOOL,22,111,119,94,108,87,100, , , , , , , ,641
52,PINELLAS,121,AZALEA MIDDLE SCHOOL, , , , , , , ,320,329,299, , , , ,948
52,PINELLAS,131,BARDMOOR ELEMENTARY SCHOOL,43,92,104,83,80,70,71, , , , , , , ,543
52,PINELLAS,141,LARGO MIDDLE SCHOOL, , , , , , , ,249,309,271, , , , ,829
52,PINELLAS,151,BAUDER ELEMENTARY SCHOOL,38,115,95,132,156,119,126, , , , , , , ,781
52,PINELLAS,161,BAY POINT ELEMENTARY SCHOOL, ,108,110,112,115,109,99, , , , , , , ,653
52,PINELLAS,171,BAY POINT MIDDLE SCHOOL, , , , , , , ,334,315,349, , , , ,998
52,PINELLAS,231,BAY VISTA FUNDAMENTAL ELEM., ,107,108,108,108,107,110, , , , , , , ,648
52,PINELLAS,251,BAYSIDE HIGH SCHOOL, , , , , , , , , , ,15,32,194,102,343
52,PINELLAS,271,BEAR CREEK ELEMENTARY SCHOOL,30,51,63,61,72,50,62, , , , , , , ,389
52,PINELLAS,321,BELCHER ELEMENTARY SCHOOL,48,121,107,90,108,78,82, , , , , , , ,634
52,PINELLAS,371,BELLEAIR ELEMENTARY SCHOOL,31,125,115,118,117,84,100, , , , , , , ,690
52,PINELLAS,391,BLANTON ELEMENTARY SCHOOL,28,117,111,72,91,67,68, , , , , , , ,554
52,PINELLAS,431,BOCA CIEGA HIGH SCHOOL, , , , , , , , , , ,446,410,332,299,"1,487"
52,PINELLAS,441,BROOKER CREEK ELEMENTARY SCHL,12,76,76,84,88,116,102, , , , , , , ,554
52,PINELLAS,481,CAMPBELL PARK ELEMENTARY SCHL,27,129,110,98,112,104,78, , , , , , , ,658
52,PINELLAS,521,ESE COUNTYWIDE,75, , , , , , , , , ,#, , ,#,81
52,PINELLAS,531,JOSEPH L. CARWISE MIDDLE SCHOO, , , , , , , ,371,436,413, , , , ,"1,220"
52,PINELLAS,681,PAUL B. STEPHENS ESE CENTER,#,#,#,#,#,#,13,14,14,16,#,22,18,79,206
52,PINELLAS,711,CLEARWATER HIGH SCHOOL, , , , , , , , , , ,516,481,516,417,"1,930"
52,PINELLAS,731,CLEARWATER FUNDAMENTAL MIDDLE, , , , , , , ,287,282,283, , , , ,852
52,PINELLAS,751,COUNTRYSIDE HIGH SCHOOL,28, , , , , , , , , ,571,560,574,519,"2,252"
52,PINELLAS,811,CROSS BAYOU ELEMENTARY SCHOOL,26,90,89,90,93,78,97, , , , , , , ,563
52,PINELLAS,851,CURLEW CREEK ELEMENTARY SCHOOL,47,110,95,113,118,85,99, , , , , , , ,667
52,PINELLAS,981,HAMILTON DISSTON SCHOOL, , ,#,#,#,#,#,#,14,20,#,#,12,#,101
52,PINELLAS,991,LEILA DAVIS ELEMENTARY SCHOOL,28,105,127,127,112,134,133, , , , , , , ,766
52,PINELLAS,1031,DIXIE M. HOLLINS HIGH SCHOOL, , , , , , , , , , ,490,448,454,321,"1,713"
52,PINELLAS,1071,DUNEDIN ELEMENTARY SCHOOL,38,97,123,105,107,101,118, , , , , , , ,689
52,PINELLAS,1081,DUNEDIN HIGH SCHOOL, , , , , , , , , , ,367,388,336,298,"1,389"
52,PINELLAS,1091,DUNEDIN HIGHLAND MIDDLE SCHOOL, , , , , , , ,359,363,409, , , , ,"1,131"
52,PINELLAS,1131,EISENHOWER ELEMENTARY SCHOOL,24,142,122,115,103,115,80, , , , , , , ,701
52,PINELLAS,1211,FAIRMOUNT PARK ELEMENTARY SCHL,36,125,106,91,109,88,83, , , , , , , ,638
52,PINELLAS,1261,JOHN M. SEXTON ELEMENTARY SCHL,41,110,116,116,109,106,114, , , , , , , ,712
52,PINELLAS,1281,FITZGERALD MIDDLE SCHOOL, , , , , , , ,438,451,495, , , , ,"1,384"
52,PINELLAS,1331,FOREST LAKES ELEMENTARY SCHOOL,#,94,116,93,101,105,105, , , , , , , ,617
52,PINELLAS,1341,FRONTIER ELEMENTARY SCHOOL,24,107,124,103,114,90,114, , , , , , , ,676
52,PINELLAS,1361,FUGUITT ELEMENTARY SCHOOL,24,109,106,94,106,79,82, , , , , , , ,600
52,PINELLAS,1421,LYNCH ELEMENTARY SCHOOL,24,111,113,104,113,110,95, , , , , , , ,670
52,PINELLAS,1471,PERKINS ELEMENTARY SCHOOL,35,90,90,90,90,88,88, , , , , , , ,571
52,PINELLAS,1481,GARRISON-JONES ELEMENTARY SCHL,51,116,107,99,107,102,116, , , , , , , ,698
52,PINELLAS,1531,GIBBS HIGH SCHOOL, , , , , , , , , , ,360,324,349,366,"1,399"
52,PINELLAS,1691,GULFPORT MONTESSOURI ELEM.SCHL,30,113,100,79,108,89,91, , , , , , , ,610
52,PINELLAS,1781,HIGHLAND LAKES ELEMENTARY SCHL, ,80,80,84,90,100,109, , , , , , , ,543
52,PINELLAS,1801,CALVIN A. HUNSINGER SCHOOL, ,#,#, ,#,#,13,11,17,#,16,11,#,#,107
52,PINELLAS,1811,HIGH POINT ELEMENTARY SCHOOL,31,138,126,98,110,88,101, , , , , , , ,692
52,PINELLAS,1821,DOUGLAS L. JAMERSON JR. ELEMEN,17,97,93,91,94,89,84, , , , , , , ,565
52,PINELLAS,1961,LAKEVIEW FUNDAMENTAL ELEM., ,54,54,54,54,66,66, , , , , , , ,348
52,PINELLAS,2021,LAKEWOOD ELEMENTARY SCHOOL,26,113,88,91,119,96,78, , , , , , , ,611
