FLORIDA DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,,,
SCHOOL MEMBERSHIP BY GRADE,,,,,,,,,,,,,,,,,,
SCHOOL YEAR 2010-11,,,,,,,,,,,,,,,,,,
SURVEY 2 DATA AS OF 12/05/10,,,,,,,,,,,,,,,,,,
District Number,District Name,School Number,School Name,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,Total Membership
13,DADE,6241,HIGHLAND OAKS MIDDLE SCHOOL,0,0,0,0,0,0,0,358,373,462,0,0,0,0,"1,193"
13,DADE,6251,HOMESTEAD MIDDLE SCHOOL,0,0,0,0,0,0,0,222,216,217,0,0,0,0,655
13,DADE,6281,THOMAS JEFFERSON MIDDLE SCHOOL,0,0,0,0,0,0,0,108,211,215,0,0,0,0,534
13,DADE,6301,JOHN F. KENNEDY MIDDLE SCHOOL,0,0,0,0,0,0,0,449,486,475,0,0,0,0,"1,410"
13,DADE,6331,KINLOCH PARK MIDDLE SCHOOL,0,0,0,0,0,0,0,365,364,444,0,0,0,0,"1,173"
13,DADE,6351,LAKE STEVENS MIDDLE SCHOOL,0,0,0,0,0,0,0,224,200,221,0,0,0,0,645
13,DADE,6361,JOSE DE DIEGO MIDDLE SCHOOL,0,0,0,0,0,0,0,163,197,217,0,0,0,0,577
13,DADE,6391,MADISON MIDDLE SCHOOL,0,0,0,0,0,0,0,200,225,217,0,0,0,0,642
13,DADE,6411,HORACE MANN MIDDLE SCHOOL,0,0,0,0,0,0,0,210,296,243,0,0,0,0,749
13,DADE,6421,JOSE MARTI MIDDLE SCHOOL,0,0,0,0,0,0,0,248,245,255,0,0,0,0,748
13,DADE,6431,MAYS COMMUNITY MIDDLE SCHOOL,0,0,0,0,0,0,0,188,182,177,0,0,0,0,547
13,DADE,6441,HOWARD D. MCMILLAN MIDDLE SCHO,0,0,0,0,0,0,0,257,261,352,0,0,0,0,870
13,DADE,6481,MIAMI EDISON MIDDLE SCHOOL,0,0,0,0,0,0,0,189,151,153,0,0,0,0,493
13,DADE,6501,MIAMI LAKES MIDDLE SCHOOL,0,0,0,0,0,0,0,259,275,269,0,0,0,0,803
13,DADE,6521,MIAMI SPRINGS MIDDLE SCHOOL,0,0,0,0,0,0,0,534,526,569,0,0,0,0,"1,629"
13,DADE,6541,NAUTILUS MIDDLE SCHOOL,0,0,0,0,0,0,0,347,403,446,0,0,0,0,"1,196"
13,DADE,6571,NORLAND MIDDLE SCHOOL,0,0,0,0,0,0,0,254,285,275,0,0,0,0,814
13,DADE,6591,NORTH DADE MIDDLE SCHOOL,0,0,0,0,0,0,0,202,183,207,0,0,0,0,592
13,DADE,6611,COUNTRY CLUB MIDDLE SCHOOL,0,0,0,0,0,0,0,437,484,503,0,0,0,0,"1,424"
13,DADE,6631,NORTH MIAMI MIDDLE SCHOOL,0,0,0,0,0,0,0,298,360,398,0,0,0,0,"1,056"
13,DADE,6681,PALM SPRINGS MIDDLE SCHOOL,0,0,0,0,0,0,0,339,366,396,0,0,0,0,"1,101"
13,DADE,6701,PALMETTO MIDDLE SCHOOL,0,0,0,0,0,0,0,349,386,459,0,0,0,0,"1,194"
13,DADE,6721,PARKWAY MIDDLE COMMUNITY SCHL,0,0,0,0,0,0,0,143,162,127,0,0,0,0,432
13,DADE,6741,PONCE DE LEON MIDDLE SCHOOL,0,0,0,0,0,0,0,365,436,371,0,0,0,0,"1,172"
13,DADE,6751,HIALEAH GARDENS MIDDLE SCHOOL,0,0,0,0,0,0,0,626,606,514,0,0,0,0,"1,746"
13,DADE,6761,REDLAND MIDDLE SCHOOL,0,0,0,0,0,0,0,184,215,245,0,0,0,0,644
13,DADE,6771,JORGE MAS CANOSA MIDDLE SCHOOL,0,0,0,0,0,0,0,607,571,678,0,0,0,0,"1,856"
13,DADE,6781,RICHMOND HEIGHTS MIDDLE SCHOOL,0,0,0,0,0,0,0,244,260,277,0,0,0,0,781
13,DADE,6801,RIVIERA MIDDLE SCHOOL,0,0,0,0,0,0,0,246,269,278,0,0,1,3,797
13,DADE,6821,ROCKWAY MIDDLE SCHOOL,0,0,0,0,0,0,0,436,432,420,0,0,0,0,"1,288"
13,DADE,6841,SHENANDOAH MIDDLE SCHOOL,0,0,0,0,0,0,0,430,328,365,0,0,0,0,"1,123"
13,DADE,6861,SOUTHWOOD MIDDLE SCHOOL,0,0,0,0,0,0,0,528,449,533,0,0,0,0,"1,510"
13,DADE,6881,SOUTH MIAMI MIDDLE SCHOOL,0,0,0,0,0,0,0,364,354,342,0,0,0,0,"1,060"
13,DADE,6901,W. R. THOMAS MIDDLE SCHOOL,0,0,0,0,0,0,0,233,184,228,0,0,0,0,645
13,DADE,6921,LAMAR LOUISE CURRY MIDDLE SCHL,0,0,0,0,0,0,0,332,355,367,0,0,0,0,"1,054"
13,DADE,6961,WEST MIAMI MIDDLE SCHOOL,0,0,0,0,0,0,0,342,387,402,0,0,0,0,"1,131"
13,DADE,6981,WESTVIEW MIDDLE SCHOOL,0,0,0,0,0,0,0,191,221,217,0,0,0,0,629
13,DADE,7001,MIAMI-DADE ONLINE ACADEMY,0,3,4,4,7,11,9,7,7,13,11,9,10,7,102
13,DADE,7007,INTERNATIONAL STUDIES CHARTER,0,0,0,0,0,0,0,0,0,0,109,88,88,72,357
13,DADE,7009,DORAL PERFORMING ARTS & ENTERT,0,0,0,0,0,0,0,0,0,0,30,43,19,0,92
13,DADE,7011,AMERICAN SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,536,540,416,583,"2,075"
13,DADE,7014,MATER PERFORMING ARTS & ENTERT,0,0,0,0,0,0,0,0,0,0,101,76,0,0,177
13,DADE,7015,LIFE SKILLS CENTER MIAMI-DADE,0,0,0,0,0,0,0,0,0,0,46,96,60,57,259
13,DADE,7017,LIFE SKILLS CENTER OPA LOCKA,0,0,0,0,0,0,0,0,0,0,75,90,71,61,297
13,DADE,7018,MATER ACADEMY LAKES HIGH SCHOO,0,0,0,0,0,0,0,0,0,0,201,177,112,105,595
13,DADE,7020,DORAL ACADEMY CHARTER HIGH SCH,0,0,0,0,0,0,0,0,0,0,293,292,218,183,986
13,DADE,7022,ACADEMY OF ARTS & MINDS,0,0,0,0,0,0,0,0,0,0,162,130,79,69,440
13,DADE,7024,MATER ACADEMY HIGH OF INTERNAT,0,0,0,0,0,0,0,0,0,0,36,15,9,0,60
13,DADE,7029,TERRA ENVIRONMENTAL RESEARCH I,0,0,0,0,0,0,0,0,0,0,457,434,0,0,891
13,DADE,7030,SCHOOL FOR INTEGRATED ACADEMIC,0,0,0,0,0,0,0,0,0,0,0,10,52,402,464
13,DADE,7033,LAW ENFORCEMENT OFFICERS MEMOR,0,0,0,0,0,0,0,0,0,0,137,100,0,0,237
13,DADE,7036,LAWRENCE ACADEMY SENIOR HIGH C,0,0,0,0,0,0,0,0,0,0,25,26,32,7,90
13,DADE,7037,MATER ACADEMY EAST CHARTER HIG,0,0,0,0,0,0,0,0,0,0,68,82,52,46,248
13,DADE,7038,SOMERSET ACADEMY CHARTER HIGH,0,0,0,0,0,0,0,0,0,0,0,6,11,0,17
13,DADE,7041,SCHOOL FOR ADVAN STUDIES-WOLF,0,0,0,0,0,0,0,0,0,0,0,0,52,49,101
13,DADE,7042,SOMERSET ACADEMY CHARTER HIGH,0,0,0,0,0,0,0,0,0,0,114,86,55,34,289
13,DADE,7048,ALONZO & TRACY MOURNING SENIOR,0,0,0,0,0,0,0,0,0,0,452,480,247,0,"1,179"
13,DADE,7049,WESTLAND HIALEAH SENIOR HIGH S,0,0,0,0,0,0,0,0,0,0,562,501,443,367,"1,873"
13,DADE,7050,KEYS GATE CHARTER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,160,0,0,0,160
13,DADE,7051,G. HOLMES BRADDOCK SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,839,851,832,842,"3,364"
13,DADE,7053,PINECREST PREPARATORY ACADEMY,0,0,0,0,0,0,0,0,0,0,100,59,0,0,159
13,DADE,7054,EXCELSIOR CHARTER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25
13,DADE,7055,YOUNG WOMENS PREPARATORY ACADE,0,0,0,0,0,0,0,86,75,77,50,31,23,18,360
13,DADE,7056,YOUNG MEN'S PREPARATORY ACADEM,0,0,0,0,0,0,0,0,0,0,43,50,40,6,139
13,DADE,7058,MIAMI COMMUNITY CHARTER HIGH S,0,0,0,0,0,0,0,0,0,0,25,22,0,0,47
13,DADE,7059,MIAMI ARTS CHARTER,0,0,0,0,0,0,0,133,141,122,97,74,41,43,651
13,DADE,7061,SCHOOL FOR ADVANCED STUD NORTH,0,0,0,0,0,0,0,0,0,0,0,0,52,54,106
13,DADE,7062,MAVERICKS HIGH OF NORTH MIAMI,0,0,0,0,0,0,0,0,0,0,59,123,117,70,369
13,DADE,7065,MAVERICKS HIGH OF SOUTH MIAMI,0,0,0,0,0,0,0,0,0,0,76,98,96,77,347
13,DADE,7071,CORAL GABLES SENIOR HIGH SCHOO,0,0,0,0,0,0,0,0,0,0,829,886,704,756,"3,175"
13,DADE,7081,DESIGN & ARCHITECTURE SENIOR H,0,0,0,0,0,0,0,0,0,0,118,137,115,124,494
13,DADE,7091,SCHOOL FOR ADVANCED STUDIES -,0,0,0,0,0,0,0,0,0,0,0,0,96,104,200
13,DADE,7101,CORAL REEF SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,916,786,705,683,"3,090"
13,DADE,7111,HIALEAH SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,799,764,656,759,"2,978"
13,DADE,7121,JOHN A. FERGUSON SR HIGH,0,0,0,0,0,0,0,0,0,0,"1,171","1,058","1,041","1,022","4,292"
13,DADE,7131,HIALEAH-MIAMI LAKES SR. HIGH,0,0,0,0,0,0,0,0,0,0,482,531,401,438,"1,852"
13,DADE,7141,DR MICHAEL M. KROP SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,831,701,721,825,"3,078"
13,DADE,7151,HOMESTEAD SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,602,506,349,373,"1,830"
13,DADE,7160,MATER ACADEMY CHARTER HIGH,0,0,0,0,0,0,0,0,0,0,398,336,356,371,"1,461"
13,DADE,7161,MAST ACADEMY,0,0,0,0,0,0,0,0,0,0,136,140,131,142,549
13,DADE,7171,MEDICAL ACADEMY FOR SCIENCE/TE,0,0,0,0,0,0,0,0,0,0,69,0,0,0,69
13,DADE,7191,HIALEAH GARDENS SENIOR HIGH SC,0,0,0,0,0,0,0,0,0,0,687,641,515,554,"2,397"
13,DADE,7201,MIAMI BEACH SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,646,582,543,501,"2,272"
13,DADE,7231,MIAMI CAROL CITY SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,563,482,387,469,"1,901"
13,DADE,7241,RONALD W. REAGAN/DORAL SENIOR,0,0,0,0,0,0,0,0,0,0,620,623,580,482,"2,305"
13,DADE,7251,MIAMI CENTRAL SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,567,476,331,475,"1,849"
13,DADE,7254,YMAACD @ MACARTHUR NORTH,0,0,0,0,0,0,0,20,31,39,42,18,9,4,163
13,DADE,7262,CITY OF HIALEAH EDUCATION ACAD,0,0,0,0,0,0,0,0,0,0,93,137,100,0,330
13,DADE,7265,ARCHIMEDEAN UPPER CONSERVATORY,0,0,0,0,0,0,0,0,0,0,50,43,35,0,128
13,DADE,7271,MIAMI CORAL PARK SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,756,868,764,769,"3,157"
13,DADE,7301,MIAMI EDISON SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,252,224,175,241,892
13,DADE,7341,MIAMI JACKSON SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,319,331,250,309,"1,209"
13,DADE,7361,MIAMI KILLIAN SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,735,725,798,683,"2,941"
13,DADE,7371,ROBERT MORGAN EDUCATIONAL CENT,0,0,0,0,0,0,0,0,0,0,599,586,580,529,"2,294"
13,DADE,7381,MIAMI NORLAND SENIOR HIGH SCHO,0,0,0,0,0,0,0,0,0,0,422,361,310,365,"1,458"
13,DADE,7391,MIAMI LAKES EDUCATIONAL CENTER,0,0,0,0,0,0,0,0,0,0,470,423,375,318,"1,586"
13,DADE,7411,MIAMI NORTHWESTERN SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,507,444,362,461,"1,774"
13,DADE,7431,MIAMI PALMETTO SR. HIGH SCHL,0,0,0,0,0,0,0,0,0,0,724,771,765,786,"3,046"
13,DADE,7461,MIAMI SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,678,758,672,696,"2,804"
13,DADE,7511,MIAMI SPRINGS SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,535,503,413,478,"1,929"
13,DADE,7531,MIAMI SUNSET SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,698,682,647,606,"2,633"
13,DADE,7541,NORTH MIAMI BEACH SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,606,574,530,628,"2,338"
13,DADE,7551,SCHOOL FOR ADVANCED STUDIES HO,0,0,0,0,0,0,0,0,0,0,0,0,58,49,107
13,DADE,7571,INTERNATIONAL STUDIES PREPARAT,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15
13,DADE,7581,I PREPARATORY ACADEMY,0,0,0,0,0,0,0,0,0,0,0,0,44,0,44
13,DADE,7591,NORTH MIAMI SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,787,724,596,734,"2,841"
13,DADE,7601,WILLIAM H. TURNER TECHNICAL AR,0,0,0,0,0,0,0,0,0,0,345,376,346,462,"1,529"
13,DADE,7631,YMAACD @ MACARTHUR SOUTH,0,0,0,0,0,0,0,9,27,41,43,26,15,9,170
13,DADE,7701,SOUTH DADE SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,"1,008","1,041",816,632,"3,497"
13,DADE,7721,SOUTH MIAMI SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,614,618,562,560,"2,354"
13,DADE,7731,MIAMI SOUTHRIDGE SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,671,558,527,506,"2,262"
13,DADE,7741,SOUTHWEST MIAMI SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,795,792,655,717,"2,959"
13,DADE,7751,BARBARA GOLEMAN SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,522,517,445,487,"1,971"
13,DADE,7781,FELIX VARELA SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,823,744,720,766,"3,053"
13,DADE,7791,BOOKER T. WASHINGTON SR HIGH,0,0,0,0,0,0,0,0,0,0,263,256,226,300,"1,045"
13,DADE,7804,DADE MARINE INSTITUTE-SOUTH,0,0,0,0,0,0,0,6,11,15,15,18,6,6,77
13,DADE,7805,DADE MARINE INSTITUTE-NORTH,0,0,0,0,0,0,0,2,8,7,27,15,6,4,69
13,DADE,7806,DADE JUVENILE RESIDENTIAL FACI,0,0,0,0,0,0,0,0,0,5,14,17,11,4,51
13,DADE,7811,ICARE-BAYPOINT SCHOOLS INC.,0,0,0,0,0,0,0,0,3,1,7,5,3,2,21
13,DADE,7812,MIAMI BRIDGE SOUTH,0,0,0,0,0,0,0,1,2,1,1,0,2,2,9
13,DADE,7814,WOMEN IN NEED OF GREATER STREN,0,0,0,0,0,0,0,0,3,2,5,9,0,1,20
13,DADE,7819,BOYSTOWN,0,0,0,1,0,0,0,1,0,1,43,2,1,1,50
13,DADE,7823,HERE'S HELP,0,0,0,0,0,0,0,0,2,1,5,5,4,3,20
13,DADE,7824,ALPHA MIDDLE SCHOOL,0,0,0,0,0,0,0,12,29,27,0,0,0,0,68
13,DADE,7826,JACKSON SIPP/CHILD CRISIS,0,0,0,1,0,0,0,2,2,3,4,2,2,0,16
13,DADE,7829,LITTLE HAVANA INSTITUTE,0,0,0,0,0,0,0,0,0,0,27,51,50,45,173
13,DADE,7832,MIAMI BRIDGE NORTH,0,0,0,0,0,0,0,1,0,1,5,2,0,0,9
13,DADE,7833,CITRUS HEALTH SIPP/CRISIS,0,0,0,0,0,0,0,0,5,4,4,2,0,0,15
13,DADE,7835,RICHMOND PERRINE OPTIMIST,0,0,0,0,0,0,0,4,16,19,32,23,19,24,137
13,DADE,7839,TROY ACADEMY,0,0,0,0,0,0,0,0,4,6,7,10,4,10,41
13,DADE,7840,TURNER/GUILFORD/KNIGHT,0,0,0,0,0,0,0,2,12,6,26,25,14,4,89
13,DADE,7846,WOMEN'S DETENTION CENTER,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13,DADE,7850,MIAMI BEHAVIORAL HEALTH CENTER,0,0,0,0,0,0,0,2,1,1,3,5,0,0,12
13,DADE,7851,VILLAGE SOUTH (GIRLS),0,0,0,0,0,0,0,0,0,1,0,1,2,0,4
13,DADE,7853,CITRUS HEALTH LOU PANCI,0,0,0,0,0,0,0,1,4,3,6,7,0,0,21
13,DADE,7855,MIAMI CHILDREN'S HOSPITAL,0,0,0,1,0,0,1,0,0,2,1,4,1,1,11
13,DADE,7865,HIS HOUSE,0,0,0,0,0,0,0,0,0,0,58,1,0,0,59
13,DADE,7901,NEW WORLD SCHOOL OF THE ARTS,0,0,0,0,0,0,0,0,0,0,120,125,129,110,484
13,DADE,8016,TEENAGE PARENT PROGRAM,332,0,0,0,0,0,0,0,0,0,0,0,0,0,332
13,DADE,8017,ALTERNATIVE OUTREACH PROGRAM,0,0,0,0,0,0,0,1,24,79,3,0,0,0,107
13,DADE,8019,ACADEMY FOR COMMUNITY ED (ACE),0,0,0,0,0,0,0,0,0,0,6,21,9,20,56
13,DADE,8021,MIGRANT EDUCATIONAL PROGRAM,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17
13,DADE,8101,YWAACD@JAN MANN OPPORTUNITY SC,0,0,0,0,0,0,0,3,15,26,11,17,21,5,98
13,DADE,8119,THE 500 ROLE MODEL ACADEMY,0,0,0,0,0,0,0,12,27,36,0,0,0,0,75
13,DADE,8121,COPE CENTER NORTH,0,0,0,0,0,0,0,1,3,9,15,32,32,37,129
13,DADE,8131,DOROTHY M. WALLACE COPE CENTER,0,0,0,0,0,0,0,0,2,10,12,20,30,27,101
13,DADE,8141,JUVENILE JUSTICE CTR ALT ED,0,0,0,0,0,0,0,4,10,12,21,27,13,6,93
13,DADE,8151,ROBERT RENICK EDUCATION CENTER,0,0,0,0,6,0,8,6,11,16,17,14,10,29,117
13,DADE,8161,CORPORATE ACADEMY NORTH,0,0,0,0,0,0,0,0,0,0,16,32,24,19,91
13,DADE,8181,RUTH OWENS KRUSE EDUCATION CEN,0,0,0,0,2,4,5,22,15,24,21,20,20,48,181
13,DADE,8201,CORPORATE ACADEMY - SOUTH,0,0,0,0,0,0,0,0,0,0,20,16,15,12,63
13,DADE,9013,PREK INTERVENTION,374,0,0,0,0,0,0,0,0,0,0,0,0,0,374
13,DADE,9731,INSTRUCTIONAL CENTER SYSTEM WI,26,3,2,1,0,0,0,1,0,0,2,4,3,126,168
13,DADE,9732,MERRICK EDUCATIONAL CENTER,0,9,12,21,19,16,16,14,24,40,45,49,42,93,400
14,DESOTO,31,DESOTO COUNTY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,343,303,228,237,"1,111"
14,DESOTO,61,WEST ELEMENTARY SCHOOL,0,166,151,175,162,156,160,0,0,0,0,0,0,0,970
14,DESOTO,81,MEMORIAL ELEMENTARY SCHOOL,0,164,157,134,154,131,121,0,0,0,0,0,0,0,861
14,DESOTO,161,DESOTO MIDDLE SCHOOL,0,0,0,0,0,0,0,354,337,314,0,0,0,0,"1,005"
14,DESOTO,181,NOCATEE ELEMENTARY SCHOOL,0,92,94,87,103,95,70,0,0,0,0,0,0,0,541
14,DESOTO,191,PEACE RIVER YOUTH ACADEMY,0,0,0,0,0,0,0,0,1,5,10,6,6,2,30
14,DESOTO,261,JOSHUA CREEK CENTER,0,0,0,0,0,0,0,0,3,24,42,33,18,5,125
14,DESOTO,271,CARLSTROM CENTER,0,0,0,0,0,0,0,1,4,7,40,44,22,8,126
14,DESOTO,291,DESOTO CONNECTIONS,0,0,0,0,0,0,0,0,0,0,4,5,8,4,21
14,DESOTO,341,EARLY EDUCATION CENTER,117,0,0,0,0,0,0,0,0,0,0,0,0,0,117
14,DESOTO,7001,DESOTO VIRTUAL INSTRUCTION PRO,0,0,1,0,1,1,0,0,0,1,1,1,0,0,6
14,DESOTO,9003,HOSPITAL AND HOMEBOUND,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14,DESOTO,9114,REDUCED SERVICES,0,0,0,0,0,0,0,2,1,3,9,6,2,1,24
15,DIXIE,21,DIXIE COUNTY HIGH SCHOOL,2,0,0,0,0,0,0,0,0,0,139,169,89,117,516
15,DIXIE,41,OLD TOWN ELEMENTARY SCHOOL,57,86,88,76,73,77,72,0,0,0,0,0,0,0,529
15,DIXIE,101,JAMES M. ANDERSON ELEMENTARY S,72,89,81,86,68,99,74,0,0,0,0,0,0,0,569
15,DIXIE,111,RUTH RAINS MIDDLE SCHOOL,0,0,0,0,0,0,0,143,145,138,0,0,0,0,426
15,DIXIE,7001,DIXIE SCHOOL DISTRICT VIRTUAL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
15,DIXIE,7004,DIXIE VIRTUAL FRANCHISE,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3
16,DUVAL,61,MATTIE V RUTHERFORD ALT ED CTR,0,0,0,0,0,0,0,23,48,28,0,0,0,0,99
16,DUVAL,121,WEST RIVERSIDE ELEMENTARY SCHO,0,53,60,55,55,51,47,0,0,0,0,0,0,0,321
16,DUVAL,141,GRAND PARK CAREER CENTER,0,0,0,0,0,0,0,5,12,20,25,51,22,14,149
16,DUVAL,151,BRENTWOOD ELEMENTARY SCHOOL,0,53,77,51,59,66,77,0,0,0,0,0,0,0,383
16,DUVAL,161,ORTEGA ELEMENTARY SCHOOL,0,52,68,50,48,56,62,0,0,0,0,0,0,0,336
16,DUVAL,181,CENTRAL RIVERSIDE ELEM. SCHOOL,0,56,61,64,58,55,52,0,0,0,0,0,0,0,346
16,DUVAL,191,RUTH N. UPSON ELEMENTARY SCHL,18,75,69,61,61,48,41,0,0,0,0,0,0,0,373
16,DUVAL,201,FISHWEIR ELEMENTARY SCHOOL,9,67,77,63,80,73,60,0,0,0,0,0,0,0,429
16,DUVAL,211,ANNIE R. MORGAN ELEMENTARY SCH,0,71,73,67,56,58,52,0,0,0,0,0,0,0,377
16,DUVAL,251,KIRBY-SMITH MIDDLE SCHOOL,0,0,0,0,0,0,0,309,302,278,0,0,0,0,889
16,DUVAL,261,ESE PRE KINDERGARTEN DISABILIT,213,0,0,0,0,0,0,0,0,0,0,0,0,0,213
16,DUVAL,301,LORETTO ELEMENTARY SCHOOL,6,190,195,176,191,210,188,0,0,0,0,0,0,0,"1,156"
16,DUVAL,311,JULIA LANDON COLLEGE PREPARTOR,0,0,0,0,0,0,0,173,230,317,0,0,0,0,720
16,DUVAL,321,MARINE SCIENCE EDUCATION CTR,0,0,0,0,0,0,0,0,0,0,0,3,1,31,35
16,DUVAL,331,ROBERT E. LEE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,546,573,331,310,"1,760"
16,DUVAL,351,ANDREW JACKSON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,271,268,226,252,"1,017"
16,DUVAL,371,HENRY F. KITE ELEMENTARY SCHOO,0,63,70,69,62,57,62,0,0,0,0,0,0,0,383
16,DUVAL,381,BALDWIN MIDDLE-SENIOR HIGH SCH,0,0,0,0,0,0,0,153,185,182,150,158,159,128,"1,115"
16,DUVAL,391,GATEWAY COMMUNITY SERVICES,0,0,0,0,0,0,0,2,0,2,6,6,4,2,22
16,DUVAL,401,JACKSONVILLE YOUTH CENTER,0,0,0,0,0,0,0,5,0,4,2,6,1,0,18
16,DUVAL,411,DUVAL HALFWAY HOUSE,0,0,0,0,0,0,0,0,2,3,8,3,5,1,22
16,DUVAL,431,IMPACT HALFWAY HOUSE,0,0,0,0,0,0,0,0,1,4,7,11,1,0,24
16,DUVAL,441,TIGER S.H.O.P,0,0,0,0,0,0,0,0,2,6,3,7,4,1,23
16,DUVAL,451,DINSMORE ELEMENTARY SCHOOL,0,81,92,92,94,87,87,0,0,0,0,0,0,0,533
16,DUVAL,461,ARLINGTON ELEMENTARY SCHOOL,0,48,45,37,40,55,35,0,0,0,0,0,0,0,260
16,DUVAL,471,LONE STAR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,35,55,49,24,163
16,DUVAL,481,THOMAS JEFFERSON ELEMENTARY,0,90,88,92,87,85,91,0,0,0,0,0,0,0,533
16,DUVAL,491,DUVAL REGIONAL JUVENILE DETENT,0,0,0,0,0,0,0,0,5,12,36,25,13,4,95
16,DUVAL,501,DROP BACK IN ACADEMY OF DUVAL,0,0,0,0,0,0,0,0,0,0,232,221,143,111,707
16,DUVAL,511,WHITEHOUSE ELEMENTARY SCHOOL,0,93,94,81,76,84,90,0,0,0,0,0,0,0,518
16,DUVAL,591,GARDEN CITY ELEMENTARY SCHOOL,0,95,122,108,109,98,93,0,0,0,0,0,0,0,625
16,DUVAL,621,OCEANWAY SCHOOL,0,0,0,0,0,0,0,425,412,392,0,0,0,0,"1,229"
16,DUVAL,631,DUNCAN U. FLETCHER MIDDLE SCHO,0,0,0,0,0,0,0,407,395,398,0,0,0,0,"1,200"
16,DUVAL,641,HOGAN-SPRING GLEN ELEMENTARY S,1,82,73,66,77,58,64,0,0,0,0,0,0,0,421
16,DUVAL,651,ATLANTIC BEACH ELEMENTARY SCHO,23,69,81,89,90,77,75,0,0,0,0,0,0,0,504
16,DUVAL,661,ALFRED I. DUPONT MIDDLE SCHOOL,0,0,0,0,0,0,0,317,295,276,0,0,0,0,888
16,DUVAL,681,VENETIA ELEMENTARY SCHOOL,0,74,77,58,67,66,57,0,0,0,0,0,0,0,399
16,DUVAL,691,LAKE SHORE MIDDLE SCHOOL,0,0,0,0,0,0,0,404,402,372,0,0,0,0,"1,178"
16,DUVAL,701,NORTH SHORE K-8,33,136,118,116,124,113,101,95,64,62,0,0,0,0,962
16,DUVAL,711,HENDRICKS AVENUE ELEMENTARY SC,0,115,110,119,114,116,104,0,0,0,0,0,0,0,678
16,DUVAL,721,SPRING PARK ELEMENTARY SCHOOL,53,41,48,36,41,35,40,0,0,0,0,0,0,0,294
16,DUVAL,731,JOHN LOVE ELEMENTARY SCHOOL,14,28,37,26,30,30,30,0,0,0,0,0,0,0,195
16,DUVAL,741,LAKE FOREST ELEMENTARY SCHOOL,0,53,91,80,92,82,75,0,0,0,0,0,0,0,473
16,DUVAL,751,PAXON SCHOOL/ADVANCED STUDIES,0,0,0,0,0,0,0,0,0,0,485,417,321,339,"1,562"
16,DUVAL,761,SOUTHSIDE ESTATES ELEM. SCHOOL,33,95,78,67,73,71,63,0,0,0,0,0,0,0,480
16,DUVAL,771,HYDE PARK ELEMENTARY SCHOOL,18,91,86,71,79,43,60,0,0,0,0,0,0,0,448
16,DUVAL,781,BILTMORE ELEMENTARY SCHOOL,56,42,46,53,48,44,36,0,0,0,0,0,0,0,325
16,DUVAL,791,RAMONA BOULEVARD ELEMENTARY SC,0,67,74,73,85,64,71,0,0,0,0,0,0,0,434
16,DUVAL,801,SAN PABLO ELEMENTARY SCHOOL,0,109,84,77,63,75,68,0,0,0,0,0,0,0,476
16,DUVAL,811,PACE CENTER FOR GIRLS-JAX,0,0,0,0,0,0,0,5,10,3,1,1,64,0,84
