"Student Membership by Grade, 2009-10",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,MEMBERSHIP
44,MONROE,7001,DISTRICT VIRTUAL INSTRUCTION P,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3
45,NASSAU,31,FERNANDINA BEACH MIDDLE SCHOOL,0,0,0,0,0,0,0,218,210,194,0,0,0,0,622
45,NASSAU,54,NASSAU COMMUNITY ACADEMY,0,0,0,0,0,0,0,0,0,0,3,3,16,12,34
45,NASSAU,71,SOUTHSIDE ELEMENTARY SCHOOL,14,186,179,157,0,0,0,0,0,0,0,0,0,0,536
45,NASSAU,81,EMMA LOVE HARDEE ELEMENTARY,0,0,0,2,192,188,206,0,1,2,0,0,0,0,591
45,NASSAU,102,YULEE ELEMENTARY SCHOOL,0,0,2,1,266,268,285,1,0,0,0,0,0,0,823
45,NASSAU,121,CALLAHAN ELEMENTARY SCHOOL,8,213,191,208,0,0,0,0,0,0,0,0,0,0,620
45,NASSAU,131,CALLAHAN MIDDLE SCHOOL,0,0,0,0,0,0,0,253,272,253,0,0,0,0,778
45,NASSAU,151,HILLIARD MIDDLE-SENIOR HIGH,0,0,0,0,0,0,0,135,130,138,109,127,115,97,851
45,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,0,38,44,46,47,50,44,0,0,0,0,0,0,0,269
45,NASSAU,191,WEST NASSAU COUNTY HIGH SCHOOL,2,0,0,0,0,0,0,0,0,0,260,258,278,215,"1,013"
45,NASSAU,221,YULEE MIDDLE SCHOOL,0,0,0,0,0,0,0,273,288,284,0,0,0,0,845
45,NASSAU,231,YULEE HIGH SCHOOL,1,0,0,0,0,0,0,0,0,0,283,225,249,204,962
45,NASSAU,241,HILLIARD ELEMENTARY SCHOOL,9,149,141,122,127,109,114,0,0,0,0,0,0,0,771
45,NASSAU,261,CALLAHAN INTERMEDIATE SCHOOL,0,0,0,1,225,222,213,0,0,0,0,0,0,0,661
45,NASSAU,271,YULEE PRIMARY SCHOOL,22,268,239,277,0,0,0,0,0,0,0,0,0,0,806
45,NASSAU,281,NASSAU JUVENILE RESIDENTIAL FA,0,0,0,0,0,0,0,2,1,1,6,6,4,0,20
45,NASSAU,291,FERNANDINA BEACH HIGH SCHOOL,0,0,1,0,1,0,0,1,0,2,241,243,182,213,884
45,NASSAU,311,STEP - NASSAU,0,0,0,0,0,0,0,1,4,0,8,1,6,1,21
45,NASSAU,7001,FLORIDA VIRTUAL SCHOOL CONNECT,0,0,2,0,1,0,2,1,0,3,0,0,0,0,9
45,NASSAU,9001,NASSAU COUNTY SUPT'S OFFICE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
46,OKALOOSA,31,ANNETTE P. EDWINS ELEM. SCHOOL,2,82,81,83,75,59,58,0,0,0,0,0,0,0,440
46,OKALOOSA,41,BAKER SCHOOL,12,84,77,77,98,98,100,97,119,111,111,107,92,78,"1,261"
46,OKALOOSA,51,BOB SIKES ELEMENTARY SCHOOL,0,118,140,114,126,101,122,0,0,0,0,0,0,0,721
46,OKALOOSA,82,CLIFFORD MEIGS MIDDLE SCHOOL,0,0,0,0,0,0,0,195,220,203,0,0,0,0,618
46,OKALOOSA,92,SHOAL RIVER MIDDLE SCHOOL,0,0,0,0,0,0,0,291,273,262,0,0,0,0,826
46,OKALOOSA,121,C. W. RUCKEL MIDDLE SCHOOL,0,0,0,0,0,0,0,262,302,298,0,0,0,0,862
46,OKALOOSA,131,DESTIN ELEMENTARY SCHOOL,25,148,135,138,146,138,131,0,0,0,0,0,0,0,861
46,OKALOOSA,151,LULA J. EDGE ELEMENTARY SCHOOL,14,80,87,78,83,95,67,0,0,0,0,0,0,0,504
46,OKALOOSA,161,EGLIN ELEMENTARY SCHOOL,15,101,87,85,56,48,0,0,0,0,0,0,0,0,392
46,OKALOOSA,201,LAUREL HILL SCHOOL,20,39,35,29,39,37,30,28,42,36,39,25,24,27,450
46,OKALOOSA,211,NICEVILLE SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,489,473,494,499,"1,955"
46,OKALOOSA,222,NORTHWOOD ELEMENTARY SCHOOL,2,100,108,108,120,98,90,0,0,0,0,0,0,0,626
46,OKALOOSA,241,SILVER SANDS-EXCEP. CHILDREN,7,5,5,8,3,6,4,6,6,9,8,11,15,50,143
46,OKALOOSA,251,RIVERSIDE ELEMENTARY SCHOOL,8,123,109,98,93,94,100,0,0,0,0,0,0,0,625
46,OKALOOSA,261,VALPARAISO ELEMENTARY SCHOOL,1,66,76,61,68,68,55,0,0,0,0,0,0,0,395
46,OKALOOSA,271,W. C. PRYOR MIDDLE SCHOOL,0,0,0,0,0,0,0,173,218,196,0,0,0,0,587
46,OKALOOSA,281,WRIGHT ELEMENTARY SCHOOL,13,81,110,106,97,94,99,0,0,0,0,0,0,0,600
46,OKALOOSA,431,SHALIMAR ELEMENTARY SCHOOL,1,92,93,96,92,94,92,0,0,0,0,0,0,0,560
46,OKALOOSA,541,ELLIOTT POINT ELEMENTARY SCHL,2,96,102,99,106,101,98,0,0,0,0,0,0,0,604
46,OKALOOSA,561,MARY ESTHER ELEMENTARY SCHOOL,10,99,89,98,86,75,76,0,0,0,0,0,0,0,533
46,OKALOOSA,571,JAMES E PLEW ELEMENTARY SCHL,3,100,101,100,94,99,107,0,0,0,0,0,0,0,604
46,OKALOOSA,581,CHOCTAWHATCHEE SENIOR HIGH SCH,0,0,0,0,0,0,0,0,0,0,542,425,384,353,"1,704"
46,OKALOOSA,601,CRESTVIEW HIGH SCHOOL,4,0,0,0,0,0,0,0,0,0,564,485,447,421,"1,921"
46,OKALOOSA,621,KENWOOD ELEMENTARY SCHOOL,9,106,113,116,97,80,64,0,0,0,0,0,0,0,585
46,OKALOOSA,631,FLOROSA ELEMENTARY SCHOOL,19,113,99,89,79,78,79,0,0,0,0,0,0,0,556
46,OKALOOSA,641,FT. WALTON BEACH HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,541,480,463,408,"1,892"
46,OKALOOSA,651,MAX BRUNER JUNIOR MIDDLE SCHL,0,0,0,0,0,0,0,293,269,293,0,0,0,0,855
46,OKALOOSA,671,ADDIE R. LEWIS MIDDLE SCHOOL,0,0,0,0,0,0,66,133,133,135,0,0,0,0,467
46,OKALOOSA,681,LONGWOOD ELEMENTARY SCHOOL,18,108,93,95,79,87,88,0,0,0,0,0,0,0,568
46,OKALOOSA,701,OKALOOSA APPLIED TECH CENTER,11,0,0,0,0,0,0,0,1,0,11,31,24,68,146
46,OKALOOSA,731,WALKER ELEMENTARY SCHOOL,6,127,107,120,139,111,122,0,0,0,0,0,0,0,732
46,OKALOOSA,741,BLUEWATER ELEMENTARY SCHOOL,29,132,115,99,121,115,88,0,0,0,0,0,0,0,699
46,OKALOOSA,751,ANTIOCH ELEMENTARY SCHOOL,2,159,131,142,157,155,115,0,0,0,0,0,0,0,861
46,OKALOOSA,761,DAVIDSON MIDDLE SCHOOL,0,0,0,0,0,0,0,305,276,263,0,0,0,0,844
46,OKALOOSA,771,DESTIN MIDDLE SCHOOL,0,0,0,0,0,0,39,189,198,191,0,0,0,0,617
46,OKALOOSA,781,EMERALD COAST CAREER INSTITUTE,0,0,0,0,0,3,0,9,20,34,20,22,4,7,119
46,OKALOOSA,791,EMERALD COAST CAREER INSTITUTE,0,0,0,0,0,0,0,0,7,6,20,11,7,5,56
46,OKALOOSA,811,SOUTHSIDE CENTER,129,2,1,2,2,2,5,9,8,10,2,3,1,4,180
46,OKALOOSA,7001,OKALOOSA COUNTY VIRTUAL,0,0,0,0,2,0,2,0,0,1,0,0,0,0,5
46,OKALOOSA,7004,FLORIDA VIRTUAL SCHOOL,0,0,0,0,0,0,0,0,0,0,0,1,8,15,24
46,OKALOOSA,9800,OKALOOSA ACADEMY,10,0,0,0,0,0,0,7,21,27,84,50,48,27,274
46,OKALOOSA,9805,COLLEGIATE HIGH AT NORTHWEST F,0,0,0,0,0,0,0,0,0,0,0,87,88,99,274
46,OKALOOSA,9807,LIZA JACKSON PREPARATORY SCHOO,0,76,75,76,71,88,88,93,94,84,18,0,0,0,763
46,OKALOOSA,9810,GULF COAST YOUTH ACADEMY,0,0,0,0,0,0,0,0,9,20,36,24,12,1,102
46,OKALOOSA,9811,OKALOOSA YOUTH DEVELOPMENT CTR,0,0,0,0,0,0,0,0,5,6,6,1,0,0,18
46,OKALOOSA,9812,OKALOOSA YOUTH ACADEMY,0,0,0,0,0,0,0,4,4,21,34,19,8,1,91
46,OKALOOSA,9813,OKALOOSA REGIONAL DETENTION,0,0,0,0,0,0,0,0,2,4,7,4,5,1,23
46,OKALOOSA,9814,ADOLESCENT SUBSTANCE ABUSE,0,0,0,0,0,0,0,0,0,3,15,9,6,5,38
46,OKALOOSA,9815,EMERALD COAST MARINE INSTITUTE,0,0,0,0,0,0,0,0,0,8,7,20,10,1,46
46,OKALOOSA,9817,MILTON GIRLS JUV. RESIDENTIAL,0,0,0,0,0,0,0,2,4,15,22,7,4,2,56
46,OKALOOSA,9818,NORTHWEST FLORIDA BALLET ACADE,0,0,0,0,37,37,25,16,9,8,0,0,0,0,132
46,OKALOOSA,9819,ADJUDICATED YOUTH FACILITY,0,0,0,0,0,0,0,0,0,0,8,3,1,1,13
47,OKEECHOBEE,21,OKEECHOBEE FRESHMAN CAMPUS,0,0,0,0,0,0,0,0,0,0,473,0,0,0,473
47,OKEECHOBEE,31,CENTRAL ELEMENTARY SCHOOL,0,111,108,122,106,97,0,0,0,0,0,0,0,0,544
47,OKEECHOBEE,101,OKEECHOBEE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,5,469,479,367,"1,320"
47,OKEECHOBEE,112,SOUTH ELEMENTARY SCHOOL,0,90,80,89,91,100,2,0,0,0,0,0,0,0,452
47,OKEECHOBEE,113,NEW ENDEAVOR HIGH SCHOOL,139,0,0,0,1,18,19,4,4,11,52,13,17,9,287
47,OKEECHOBEE,121,YEARLING MIDDLE SCHOOL,0,0,0,0,0,0,0,260,255,270,2,0,0,1,788
47,OKEECHOBEE,161,NORTH ELEMENTARY SCHOOL,0,126,115,103,126,104,108,0,0,0,0,0,0,0,682
47,OKEECHOBEE,171,EVERGLADES ELEMENTARY SCHOOL,18,121,98,113,120,106,104,0,0,0,0,0,0,0,680
47,OKEECHOBEE,181,SEMINOLE ELEMENTARY SCHOOL,0,113,88,97,115,80,91,1,0,0,0,0,0,0,585
47,OKEECHOBEE,201,OSCEOLA MIDDLE SCHOOL,0,0,0,0,0,0,162,247,279,228,0,0,0,0,916
47,OKEECHOBEE,7001,OKEECHOBEE VIRTUAL SCHOOL,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
47,OKEECHOBEE,8017,OKEECHOBEE INTENSIVE HALFWAY H,0,0,0,0,0,0,0,1,1,2,8,14,1,3,30
47,OKEECHOBEE,8101,TAYLOR CREEK JUVENILE RESIDENT,0,0,0,0,0,0,0,1,4,13,24,9,2,0,53
47,OKEECHOBEE,9004,STUDENT SERV./SPECIAL PROGRAMS,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16
47,OKEECHOBEE,9101,TANTIE JUVENILE RESIDENTIAL FA,0,0,0,0,0,0,0,0,1,2,13,30,20,20,86
47,OKEECHOBEE,9106,CYPRESS JUVENILE RESIDENTIAL F,0,0,0,0,0,0,0,0,3,8,19,14,3,1,48
48,ORANGE,11,HOSPITAL HOMEBOUND,7,5,5,5,3,3,3,6,12,7,11,8,16,61,152
48,ORANGE,31,LA AMISTAD,0,1,0,0,2,3,4,4,12,12,11,11,13,5,78
48,ORANGE,32,ESTEEM ACADEMY,0,0,0,0,0,0,0,1,3,3,0,4,5,6,22
48,ORANGE,34,UCP TRANSITIONAL LEARNING ACAD,0,0,0,0,0,0,0,7,4,8,0,0,0,0,19
48,ORANGE,40,LIFE SKILLS CHARTER,0,0,0,0,0,0,0,0,0,0,112,104,115,75,406
48,ORANGE,41,FLORIDA MALL EDUCATION CENTER,0,0,0,0,0,0,0,0,0,0,0,3,9,23,35
48,ORANGE,42,BETA,169,0,0,0,0,0,0,0,3,9,12,14,31,16,254
48,ORANGE,43,UNIVERSITY BEHAVIORAL CENTER,0,0,0,5,6,5,1,6,5,15,10,8,4,2,67
48,ORANGE,53,PASSPORT CHARTER,0,18,18,18,18,16,22,22,22,21,0,0,0,0,175
48,ORANGE,54,SUMMIT CHARTER,0,13,7,10,9,13,19,29,28,15,0,0,0,0,143
48,ORANGE,55,PRINCETON HOUSE CHARTER,23,18,31,20,30,24,28,10,11,22,4,15,4,8,248
48,ORANGE,56,LAKE EOLA CHARTER,0,17,18,17,18,29,31,32,29,27,0,0,0,0,218
48,ORANGE,57,RIO GRANDE CHARTER,18,54,49,29,25,19,16,0,0,0,0,0,0,0,210
48,ORANGE,61,HOPE CHARTER,0,18,18,23,20,26,48,40,41,41,0,0,0,0,275
48,ORANGE,62,NAP FORD COMMUNITY CHARTER,18,34,18,26,22,16,10,0,0,0,0,0,0,0,144
48,ORANGE,63,NORTHSTAR HIGH CHARTER,0,0,0,0,0,0,0,0,0,0,50,43,49,29,171
48,ORANGE,65,UCP CHARTER,110,27,0,0,0,0,0,0,0,0,0,0,0,0,137
48,ORANGE,70,UCP PINE HILLS CHARTER,39,18,0,0,0,0,0,0,0,0,0,0,0,0,57
48,ORANGE,72,OAKLAND AVENUE CHARTER,0,90,90,90,88,81,76,0,0,0,0,0,0,0,515
48,ORANGE,74,WORKFORCE ADVANTAGE ACADEMY CH,0,0,0,0,0,0,0,0,0,0,0,0,101,82,183
48,ORANGE,84,SHEELER HIGH CHARTER,0,0,0,0,0,0,0,0,0,0,77,86,72,52,287
48,ORANGE,85,CHANCERY HIGH CHARTER,0,0,0,0,0,0,0,0,0,0,66,117,107,60,350
48,ORANGE,89,ORLANDO SCIENCE MIDDLE HIGH CH,0,0,0,0,0,0,0,145,72,36,0,0,0,0,253
48,ORANGE,90,UCP EAST CHARTER,67,25,18,6,0,0,0,0,0,0,0,0,0,0,116
48,ORANGE,92,NEW CHOICES ACADEMY,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
48,ORANGE,101,AMIKIDS ORLANDO,0,0,0,0,0,0,0,2,1,11,14,11,4,2,45
48,ORANGE,110,ADOLESCENT SUBSTANCE ABUSE PRO,0,0,0,0,0,0,0,0,0,4,7,6,5,3,25
48,ORANGE,111,BOONE HIGH,0,0,0,0,0,0,0,0,0,0,846,792,745,669,"3,052"
48,ORANGE,113,PROJECT COMPASS,0,0,0,0,0,0,0,0,3,4,5,11,1,5,29
48,ORANGE,114,YOUTHFUL OFFENDERS PROGRAM,0,0,0,0,0,0,0,0,2,4,21,11,9,1,48
48,ORANGE,119,LEGACY HIGH CHARTER,0,0,0,0,0,0,0,0,0,0,26,22,18,21,87
48,ORANGE,120,ALOMA HIGH CHARTER,0,0,0,0,0,0,0,0,0,0,32,81,92,48,253
48,ORANGE,121,EDGEWATER HIGH,0,0,0,0,0,0,0,0,0,0,553,501,411,411,"1,876"
48,ORANGE,122,TRANSITION CENTER,0,0,0,0,0,0,0,0,0,1,14,14,7,5,41
48,ORANGE,123,DROP BACK IN,0,0,0,0,0,0,0,0,0,0,91,84,65,69,309
48,ORANGE,125,EAST ORLANDO EDUCATION CENTER,0,0,0,0,0,0,0,0,0,0,0,0,3,17,20
48,ORANGE,128,UNIVERSAL EDUCATION CENTER,0,0,0,0,0,0,0,0,0,0,0,0,8,30,38
48,ORANGE,131,HOWARD MIDDLE,0,0,0,0,0,0,0,189,212,190,0,0,0,0,591
48,ORANGE,141,LAKEVILLE ELEMENTARY,30,127,146,153,148,152,149,0,0,0,0,0,0,0,905
48,ORANGE,142,CHEROKEE,0,0,1,7,10,9,16,17,0,0,0,0,0,0,60
48,ORANGE,151,MEMORIAL MIDDLE,0,0,0,0,0,0,0,240,283,247,0,0,0,0,770
48,ORANGE,156,CYPRESS SPRINGS ELEMENTARY,30,118,130,120,139,117,110,0,0,0,0,0,0,0,764
48,ORANGE,181,FERN CREEK ELEMENTARY,18,53,47,48,48,61,46,0,0,0,0,0,0,0,321
48,ORANGE,191,GRAND AVENUE PRIMARY LEARNING,41,59,66,58,0,0,0,0,0,0,0,0,0,0,224
48,ORANGE,201,HILLCREST ELEMENTARY,0,83,70,71,78,47,37,0,0,0,0,0,0,0,386
48,ORANGE,211,KALEY ELEMENTARY,13,42,36,31,53,39,46,0,0,0,0,0,0,0,260
48,ORANGE,212,OAKSHIRE ELEMENTARY,64,102,92,106,126,129,140,0,0,0,0,0,0,0,759
48,ORANGE,213,LAWTON CHILES ELEMENTARY,17,113,100,122,116,128,119,0,0,0,0,0,0,0,715
48,ORANGE,214,ENDEAVOR ELEMENTARY,9,114,122,120,126,125,142,0,0,0,0,0,0,0,758
48,ORANGE,215,THREE POINTS ELEMENTARY,18,106,105,105,122,109,116,0,0,0,0,0,0,0,681
48,ORANGE,216,CITRUS ELEMENTARY,1,123,119,122,157,140,148,0,0,0,0,0,0,0,810
48,ORANGE,217,CAMELOT ELEMENTARY,50,79,89,107,102,132,117,0,0,0,0,0,0,0,676
48,ORANGE,221,LAKE COMO ELEMENTARY,1,44,45,27,66,39,40,0,0,0,0,0,0,0,262
48,ORANGE,222,AVALON ELEMENTARY,23,135,141,129,132,123,124,0,0,0,0,0,0,0,807
48,ORANGE,231,PINELOCH ELEMENTARY,19,98,116,114,130,91,89,0,0,0,0,0,0,0,657
48,ORANGE,232,WEST CREEK ELEMENTARY,16,110,114,101,115,145,142,0,0,0,0,0,0,0,743
48,ORANGE,235,THORNEBROOKE ELEMENTARY,0,104,109,129,131,125,145,0,0,0,0,0,0,0,743
48,ORANGE,236,EAGLES NEST ELEMENTARY,28,106,113,113,106,93,84,0,0,0,0,0,0,0,643
48,ORANGE,241,LAKE GEM ELEMENTARY,21,148,142,129,155,137,127,0,0,0,0,0,0,0,859
48,ORANGE,242,LEGACY MIDDLE,0,0,0,0,0,0,0,290,295,332,0,0,0,0,917
48,ORANGE,245,FREEDOM MIDDLE,0,0,0,0,0,0,0,338,341,367,0,0,0,0,"1,046"
48,ORANGE,251,PRINCETON ELEMENTARY,7,92,83,76,78,64,69,0,0,0,0,0,0,0,469
48,ORANGE,252,OCOEE HIGH,12,0,0,0,0,0,0,0,0,0,618,629,661,552,"2,472"
48,ORANGE,253,WEST OAKS ELEMENTARY,18,72,89,103,117,91,102,0,0,0,0,0,0,0,592
48,ORANGE,259,EAST LAKE ELEMENTARY,20,113,92,112,109,119,132,0,0,0,0,0,0,0,697
48,ORANGE,261,RIVERDALE ELEMENTARY,0,126,92,99,120,96,90,0,0,0,0,0,0,0,623
48,ORANGE,271,ORLO VISTA ELEMENTARY,20,81,93,84,97,89,92,0,0,0,0,0,0,0,556
48,ORANGE,282,APOPKA MIDDLE,0,0,0,0,0,0,0,337,332,368,0,0,0,0,"1,037"
48,ORANGE,301,LAKE GEORGE ELEMENTARY,2,78,103,87,98,87,98,0,0,0,0,0,0,0,553
48,ORANGE,311,KILLARNEY ELEMENTARY,3,79,80,72,66,67,68,0,0,0,0,0,0,0,435
48,ORANGE,321,ANDOVER ELEMENTARY,19,97,85,79,97,83,98,0,0,0,0,0,0,0,558
48,ORANGE,322,WHISPERING OAK ELEMENTARY SCHO,87,200,214,220,222,225,198,0,0,0,0,0,0,0,"1,366"
48,ORANGE,342,OCOEE MIDDLE,0,0,0,0,0,0,0,508,575,555,0,0,0,0,"1,638"
48,ORANGE,352,LAKEVIEW MIDDLE,0,0,0,0,0,0,0,456,439,463,0,0,0,0,"1,358"
48,ORANGE,361,TILDENVILLE ELEMENTARY,18,76,94,86,96,95,76,0,0,0,0,0,0,0,541
48,ORANGE,381,HUNTERS CREEK MIDDLE,0,0,0,0,0,0,0,343,360,365,0,0,0,0,"1,068"
48,ORANGE,392,SILVER STAR CENTER,0,0,0,0,0,0,0,2,3,10,12,12,5,2,46
48,ORANGE,395,VILLAGE,0,0,0,0,0,0,0,0,1,5,1,1,0,1,9
48,ORANGE,401,PINEWOOD ELEMENTARY,1,98,109,101,115,111,79,0,0,0,0,0,0,0,614
48,ORANGE,411,PINE CASTLE ELEMENTARY,2,67,44,60,53,54,65,0,0,0,0,0,0,0,345
48,ORANGE,421,LOCKHART ELEMENTARY,1,97,71,80,85,83,100,0,0,0,0,0,0,0,517
48,ORANGE,431,UNION PARK ELEMENTARY,21,92,102,93,116,92,126,0,0,0,0,0,0,0,642
48,ORANGE,441,DEVEREUX TREATMENT PROGRAM,0,0,0,0,0,0,0,5,2,4,4,2,2,0,19
48,ORANGE,461,ZELLWOOD ELEMENTARY,18,89,92,96,94,81,84,0,0,0,0,0,0,0,554
48,ORANGE,511,DILLARD STREET ELEMENTARY,12,127,134,145,133,120,115,0,0,0,0,0,0,0,786
48,ORANGE,521,LAKE SILVER ELEMENTARY,18,106,79,98,73,77,75,0,0,0,0,0,0,0,526
48,ORANGE,531,AUDUBON PARK ELEMENTARY,57,162,182,165,143,147,136,0,0,0,0,0,0,0,992
48,ORANGE,541,DREAM LAKE ELEMENTARY,35,108,150,122,137,129,126,0,0,0,0,0,0,0,807
48,ORANGE,551,CONWAY ELEMENTARY,22,111,86,89,98,76,90,0,0,0,0,0,0,0,572
48,ORANGE,561,LAKEMONT ELEMENTARY,3,110,135,111,108,107,110,0,0,0,0,0,0,0,684
48,ORANGE,571,GLENRIDGE MIDDLE,0,0,0,0,0,0,0,446,421,377,0,0,0,0,"1,244"
48,ORANGE,581,LEE MIDDLE,0,0,0,0,0,0,0,301,312,274,0,0,0,0,887
48,ORANGE,591,GATEWAY,0,0,0,0,0,0,0,0,6,10,20,12,10,3,61
48,ORANGE,611,AZALEA PARK ELEMENTARY,27,152,142,156,159,145,145,0,0,0,0,0,0,0,926
48,ORANGE,621,PINE HILLS ELEMENTARY,27,111,108,138,105,130,90,0,0,0,0,0,0,0,709
48,ORANGE,631,BLANKNER K-8,34,96,106,108,100,119,129,109,102,96,0,0,0,0,999
48,ORANGE,641,ROCK LAKE ELEMENTARY,16,40,46,51,44,38,28,0,0,0,0,0,0,0,263
48,ORANGE,651,LAKE WESTON ELEMENTARY,19,103,104,80,95,87,60,0,0,0,0,0,0,0,548
48,ORANGE,661,COLONIAL HIGH,0,0,0,0,0,0,0,0,0,0,912,"1,003",910,624,"3,449"
48,ORANGE,671,EVANS HIGH,0,0,0,0,0,0,0,0,0,0,678,505,456,318,"1,957"
48,ORANGE,681,ENGELWOOD ELEMENTARY,56,79,89,85,91,102,80,0,0,0,0,0,0,0,582
48,ORANGE,691,OAK RIDGE HIGH,0,0,0,0,0,0,0,0,0,0,588,505,462,400,"1,955"
48,ORANGE,701,CATALINA ELEMENTARY,24,76,91,98,142,80,69,0,0,0,0,0,0,0,580
48,ORANGE,711,CHENEY ELEMENTARY,18,87,83,85,102,70,82,0,0,0,0,0,0,0,527
48,ORANGE,721,LOCKHART MIDDLE,0,0,0,0,0,0,0,252,261,291,0,0,0,0,804
48,ORANGE,731,MAITLAND MIDDLE,0,0,0,0,0,0,0,310,322,299,0,0,0,0,931
48,ORANGE,741,CYPRESS PARK ELEMENTARY,4,64,55,75,56,50,81,0,0,0,0,0,0,0,385
48,ORANGE,751,BROOKSHIRE ELEMENTARY,12,75,75,82,90,68,92,0,0,0,0,0,0,0,494
48,ORANGE,764,EXCEL HIGH,0,0,0,0,0,0,0,11,50,70,81,72,50,26,360
48,ORANGE,771,NORTHLAKE PARK COMMUNITY ELEME,2,153,180,162,148,134,148,0,0,0,0,0,0,0,927
48,ORANGE,781,DOVER SHORES ELEMENTARY,0,86,94,81,122,89,112,0,0,0,0,0,0,0,584
48,ORANGE,791,MOLLIE RAY ELEMENTARY,18,92,101,98,80,75,62,0,0,0,0,0,0,0,526
48,ORANGE,801,DURRANCE ELEMENTARY,23,78,62,73,76,61,82,0,0,0,0,0,0,0,455
48,ORANGE,811,TANGELO PARK ELEMENTARY,32,65,48,58,69,41,65,0,0,0,0,0,0,0,378
48,ORANGE,821,LOVELL ELEMENTARY,18,139,118,120,119,111,115,0,0,0,0,0,0,0,740
48,ORANGE,831,CHICKASAW ELEMENTARY,22,116,113,117,153,130,114,0,0,0,0,0,0,0,765
48,ORANGE,841,SPRING LAKE ELEMENTARY,0,98,84,89,99,85,79,0,0,0,0,0,0,0,534
48,ORANGE,851,LANCASTER ELEMENTARY,29,122,134,117,131,117,110,0,0,0,0,0,0,0,760
48,ORANGE,861,ROLLING HILLS ELEMENTARY,11,88,96,89,111,81,90,0,0,0,0,0,0,0,566
48,ORANGE,871,BONNEVILLE ELEMENTARY,26,82,101,87,99,72,90,0,0,0,0,0,0,0,557
48,ORANGE,881,HIAWASSEE ELEMENTARY,30,111,113,119,130,104,111,0,0,0,0,0,0,0,718
48,ORANGE,891,MCCOY ELEMENTARY,1,123,129,113,130,104,97,0,0,0,0,0,0,0,697
48,ORANGE,901,PERSHING ELEMENTARY,13,72,50,53,74,48,53,0,0,0,0,0,0,0,363
48,ORANGE,911,UNION PARK MIDDLE,0,0,0,0,0,0,0,373,379,308,0,0,0,0,"1,060"
48,ORANGE,921,ROBINSWOOD MIDDLE,0,0,0,0,0,0,0,371,370,362,0,0,0,0,"1,103"
48,ORANGE,931,DR. PHILLIPS HIGH,0,0,0,0,0,0,0,0,0,0,"1,045",941,886,794,"3,666"
48,ORANGE,941,CLARCONA ELEMENTARY,12,133,148,136,173,165,166,0,0,0,0,0,0,0,933
48,ORANGE,961,PALM LAKE ELEMENTARY,9,93,83,93,102,104,102,0,0,0,0,0,0,0,586
48,ORANGE,971,VENTURA ELEMENTARY,46,114,100,115,122,93,103,0,0,0,0,0,0,0,693
48,ORANGE,981,ARBOR RIDGE K-8,10,84,68,86,62,73,85,90,87,92,0,0,0,0,737
48,ORANGE,991,CLAY SPRINGS ELEMENTARY,20,125,134,126,142,146,134,0,0,0,0,0,0,0,827
48,ORANGE,1001,UNIVERSITY HIGH,0,0,0,0,0,0,0,0,0,0,756,700,716,659,"2,831"
48,ORANGE,1011,ROCK SPRINGS ELEMENTARY,0,124,121,121,129,111,138,0,0,0,0,0,0,0,744
48,ORANGE,1021,METROWEST ELEMENTARY,16,225,209,205,253,204,209,0,0,0,0,0,0,0,"1,321"
48,ORANGE,1031,SOUTHWEST MIDDLE,0,0,0,0,0,0,0,438,467,378,0,0,0,0,"1,283"
48,ORANGE,1041,MEADOW WOODS ELEMENTARY,72,124,116,111,153,127,136,0,0,0,0,0,0,0,839
48,ORANGE,1051,WATERBRIDGE ELEMENTARY,7,151,166,159,153,138,158,0,0,0,0,0,0,0,932
48,ORANGE,1061,WINDY RIDGE K-8,10,110,133,149,146,144,164,97,99,91,0,0,0,0,"1,143"
48,ORANGE,1071,BAY MEADOWS ELEMENTARY,3,79,86,95,94,79,89,0,0,0,0,0,0,0,525
48,ORANGE,1081,JOHN YOUNG ELEMENTARY,14,121,118,112,137,150,170,0,0,0,0,0,0,0,822
48,ORANGE,1091,WATERFORD ELEMENTARY,43,122,112,134,116,116,111,0,0,0,0,0,0,0,754
48,ORANGE,1111,JACKSON MIDDLE,0,0,0,0,0,0,0,425,394,428,0,0,0,0,"1,247"
48,ORANGE,1121,DISCOVERY MIDDLE,0,0,0,0,0,0,0,297,335,307,0,0,0,0,939
48,ORANGE,1131,MID FLORIDA TECH,0,0,0,0,0,0,0,0,0,0,1,1,4,15,21
48,ORANGE,1133,WESTRIDGE MIDDLE,0,0,0,0,0,0,0,306,359,311,0,0,0,0,976
48,ORANGE,1141,LITTLE RIVER ELEMENTARY,22,115,124,137,147,142,153,0,0,0,0,0,0,0,840
