"Student Membership by Grade, 2009-10",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,MEMBERSHIP
37,LEON,1503,PACE CENTER FOR GIRLS,0,0,0,0,0,0,0,7,10,11,14,8,10,1,61
37,LEON,1507,AMIKIDS,0,0,0,0,0,0,0,7,10,4,12,3,1,0,37
37,LEON,1509,DISC-WOODVILLE ALT LEARNING CE,0,0,0,0,0,0,0,0,1,5,10,6,1,0,23
37,LEON,1518,DEVEREUX SIPP 1518,0,0,0,1,1,1,0,3,4,3,1,2,1,0,17
37,LEON,1519,LEON COUNTY JAIL,0,0,0,0,0,0,0,0,3,0,5,4,2,1,15
37,LEON,7001,FLORIDA VIRTUAL SCHOOL,0,0,1,6,5,6,4,5,3,3,4,3,1,1,42
37,LEON,9006,PREK,306,0,0,0,0,0,0,0,0,0,0,0,0,0,306
38,LEVY,21,BRONSON MIDDLE/HIGH SCHOOL,0,0,0,0,0,0,0,89,87,111,112,89,96,72,656
38,LEVY,23,HILLTOP ALTERNATIVE SCHOOL,0,0,0,0,0,1,0,3,6,9,9,8,11,3,50
38,LEVY,24,SUMMIT ACADEMY,0,0,0,0,0,0,0,5,3,2,5,3,3,2,23
38,LEVY,41,CEDAR KEY HIGH SCHOOL,19,21,17,19,15,13,18,21,19,16,19,15,11,13,236
38,LEVY,51,CHIEFLAND HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,165,120,141,92,518
38,LEVY,53,CHIEFLAND MIDDLE SCHOOL,0,0,0,0,0,0,0,126,105,125,0,0,0,0,356
38,LEVY,60,WHISPERING WINDS CHARTER SCHL,0,17,15,35,20,20,23,0,0,0,0,0,0,0,130
38,LEVY,62,NATURE COAST MIDDLE SCHOOL,0,0,0,0,0,0,0,19,31,23,0,0,0,0,73
38,LEVY,91,WILLISTON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,206,175,191,113,685
38,LEVY,92,JOYCE M. BULLOCK ELEM. SCHOOL,39,181,179,164,0,0,0,0,0,0,0,0,0,0,563
38,LEVY,101,WILLISTON MIDDLE SCHOOL,0,0,0,0,0,0,0,149,166,151,0,0,0,0,466
38,LEVY,111,YANKEETOWN SCHOOL,3,26,24,22,32,31,21,37,21,39,0,0,0,0,256
38,LEVY,231,WILLISTON ELEMENTARY SCHOOL,0,0,0,0,161,193,178,0,0,0,0,0,0,0,532
38,LEVY,241,CHIEFLAND ELEMENTARY SCHOOL,54,143,117,120,128,105,116,0,0,0,0,0,0,0,783
38,LEVY,1011,BRONSON ELEMENTARY SCHOOL,32,83,104,97,92,87,98,1,0,0,3,0,0,2,599
38,LEVY,7001,LEVY VIRTUAL INSTRUCTION PROGR,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3
39,LIBERTY,21,LIBERTY COUNTY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,99,77,82,69,327
39,LIBERTY,31,W. R. TOLAR K-8 SCHOOL,0,82,72,85,72,73,70,67,63,56,0,0,0,0,640
39,LIBERTY,41,HOSFORD ELEM. JR. HIGH SCHOOL,19,57,40,35,30,29,33,33,25,24,0,0,0,0,325
39,LIBERTY,51,LIBERTY WILDERNESS CROSSROADS,0,0,0,0,0,0,0,0,1,8,11,8,2,0,30
39,LIBERTY,52,BRISTOL YOUTH ACADEMY,0,0,0,0,0,0,0,0,5,8,25,11,8,2,59
39,LIBERTY,53,APALACHICOLA FOREST YOUTH ACAD,0,0,0,0,1,0,1,3,8,7,12,1,3,1,37
39,LIBERTY,71,HORIZONS SCHOOL,0,0,0,0,0,0,1,0,0,1,5,0,0,0,7
39,LIBERTY,81,LIBERTY EARLY LEARNING CENTER,72,0,0,0,0,0,0,0,0,0,0,0,0,0,72
40,MADISON,11,MADISON COUNTY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,223,153,175,145,696
40,MADISON,41,MADISON COUNTY CENTRAL SCHOOL,88,108,103,127,103,104,113,175,180,164,0,0,0,0,"1,265"
40,MADISON,91,GREENVILLE ELEMENTARY SCHOOL,15,26,18,25,26,21,13,0,0,0,0,0,0,0,144
40,MADISON,101,LEE ELEMENTARY SCHOOL,16,24,26,34,42,33,36,0,0,0,0,0,0,0,211
40,MADISON,111,PINETTA ELEMENTARY SCHOOL,17,32,27,25,32,28,22,0,0,0,0,0,0,0,183
40,MADISON,900,GREENVILLE HILLS ACADEMY,0,0,0,0,0,0,1,9,24,23,31,27,25,12,152
40,MADISON,925,JOANN BRIDGE ACADEMY,0,0,0,0,0,0,0,1,0,6,14,7,1,1,30
40,MADISON,950,MADISON COUNTY EXCEL ALTERNATI,0,0,0,0,0,0,0,3,6,8,11,6,7,2,43
40,MADISON,7001,MADISON VIRTUAL SCHOOL,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3
40,MADISON,9001,MADISON COUNTY SUPERINTENDENT',7,0,0,0,0,0,0,0,0,0,1,0,1,0,9
41,MANATEE,31,ANNA MARIA ELEMENTARY SCHOOL,0,46,49,37,66,60,53,0,0,0,0,0,0,0,311
41,MANATEE,51,BALLARD ELEMENTARY SCHOOL,0,64,63,63,85,53,75,0,0,0,0,0,0,0,403
41,MANATEE,61,BAYSHORE ELEMENTARY SCHOOL,32,98,136,122,111,110,92,0,0,0,0,0,0,0,701
41,MANATEE,72,BAYSHORE HIGH SCHOOL,15,0,0,0,0,0,0,0,0,0,407,375,422,323,"1,542"
41,MANATEE,91,DUETTE ELEMENTARY SCHOOL,0,2,3,1,2,1,2,0,0,0,0,0,0,0,11
41,MANATEE,151,MANATEE ELEMENTARY SCHOOL,12,65,69,69,62,55,43,0,0,0,0,0,0,0,375
41,MANATEE,181,MANATEE HIGH SCHOOL,24,0,0,0,0,0,0,0,0,0,601,510,585,435,"2,155"
41,MANATEE,211,MANATEE TECHNICAL INSTITUTE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17
41,MANATEE,212,CENTRAL HIGH SCHOOL,24,0,0,0,0,0,0,0,0,0,101,52,41,52,270
41,MANATEE,221,JESSIE P. MILLER ELEM. SCHOOL,51,125,138,102,111,117,110,0,0,0,0,0,0,0,754
41,MANATEE,231,MYAKKA CITY ELEMENTARY SCHOOL,21,43,51,49,46,66,52,0,0,0,0,0,0,0,328
41,MANATEE,261,ONECO ELEMENTARY SCHOOL,45,119,107,103,105,105,100,0,0,0,0,0,0,0,684
41,MANATEE,271,ORANGE RIDGE-BULLOCK ELEM.,48,115,106,100,99,79,74,0,0,0,0,0,0,0,621
41,MANATEE,281,PALM VIEW ELEMENTARY SCHOOL,1,64,54,69,85,97,80,0,0,0,0,0,0,0,450
41,MANATEE,291,PALMA SOLA ELEMENTARY SCHOOL,17,105,88,92,94,97,107,0,0,0,0,0,0,0,600
41,MANATEE,301,PALMETTO ELEMENTARY SCHOOL,12,113,105,122,129,129,121,0,0,0,0,0,0,0,731
41,MANATEE,351,PALMETTO HIGH SCHOOL,9,0,0,0,0,0,0,0,0,0,474,406,376,399,"1,664"
41,MANATEE,381,ROBERT H. PRINE ELEM. SCHOOL,34,133,125,122,110,98,89,0,0,0,0,0,0,0,711
41,MANATEE,411,BLANCHE H. DAUGHTREY ELEMENTAR,7,123,125,142,131,89,76,0,0,0,0,0,0,0,693
41,MANATEE,421,SAMOSET ELEMENTARY SCHOOL,36,77,92,81,76,76,71,0,0,0,0,0,0,0,509
41,MANATEE,431,SOUTHEAST HIGH SCHOOL,4,0,0,0,0,0,0,0,0,0,485,343,304,259,"1,395"
41,MANATEE,491,LINCOLN MIDDLE SCHOOL,0,0,0,0,0,0,0,218,256,245,0,0,0,0,719
41,MANATEE,521,JAMES TILLMAN ELEMENTARY MAGNE,37,77,77,81,84,74,53,0,0,0,0,0,0,0,483
41,MANATEE,541,BLACKBURN ELEMENTARY SCHOOL,45,65,74,75,71,84,83,0,0,0,0,0,0,0,497
41,MANATEE,571,FRANCES WAKELAND ELEMENTARY SC,49,92,80,83,76,60,40,0,0,0,0,0,0,0,480
41,MANATEE,581,W. D. SUGG MIDDLE SCHOOL,0,0,0,0,0,0,0,263,275,260,0,0,0,0,798
41,MANATEE,591,SARA SCOTT HARLLEE MIDDLE SCHL,4,0,0,0,0,0,0,173,217,182,0,0,0,0,576
41,MANATEE,601,H. S. MOODY ELEMENTARY SCHOOL,1,114,92,98,110,89,94,0,0,0,0,0,0,0,598
41,MANATEE,611,MARTHA B. KING MIDDLE SCHOOL,0,0,0,0,0,0,0,362,293,334,0,0,0,0,989
41,MANATEE,621,FLORINE J ABEL ELEMENTARY SCHO,17,85,108,107,111,80,96,0,0,0,0,0,0,0,604
41,MANATEE,631,IDA M. STEWART ELEMENTARY SCHL,4,57,76,70,79,83,84,0,0,0,0,0,0,0,453
41,MANATEE,641,WILLIAM H. BASHAW ELEMENTARY,2,103,114,100,111,120,111,0,0,0,0,0,0,0,661
41,MANATEE,651,BRADEN RIVER ELEMENTARY SCHOOL,46,87,51,78,80,95,95,0,0,0,0,0,0,0,532
41,MANATEE,652,BRADEN RIVER MIDDLE SCHOOL,0,0,0,0,0,0,0,305,345,317,0,0,0,0,967
41,MANATEE,671,SEA BREEZE ELEMENTARY SCHOOL,29,104,94,112,99,106,103,0,0,0,0,0,0,0,647
41,MANATEE,681,TARA ELEMENTARY SCHOOL,2,81,95,97,132,119,96,0,0,0,0,0,0,0,622
41,MANATEE,691,LOUISE R. JOHNSON MIDDLE SCHL,0,0,0,0,0,0,0,137,186,166,0,0,0,0,489
41,MANATEE,701,GENE WITT ELEMENTARY SCHOOL,27,63,77,94,90,105,105,0,0,0,0,0,0,0,561
41,MANATEE,711,CARLOS E. HAILE MIDDLE SCHOOL,0,0,0,0,0,0,0,313,328,333,0,0,0,0,974
41,MANATEE,721,LAKEWOOD RANCH HIGH SCHOOL,15,0,0,0,0,0,0,0,0,0,480,457,455,447,"1,854"
41,MANATEE,731,HORIZONS ACADEMY,3,0,0,0,0,0,1,16,29,44,83,111,111,74,472
41,MANATEE,741,KINNAN ELEMENTARY SCHOOL,21,103,134,111,129,120,101,0,0,0,0,0,0,0,719
41,MANATEE,751,ROWLETT MAGNET ELEMENTARY SCHO,0,162,172,171,149,137,125,0,0,0,0,0,0,0,916
41,MANATEE,752,R. DAN NOLAN MIDDLE SCHOOL,0,0,0,0,0,0,0,278,277,284,0,0,0,0,839
41,MANATEE,761,ELECTA LEE MAGNET MIDDLE,0,0,0,0,0,0,0,306,331,293,0,0,0,0,930
41,MANATEE,762,BRADEN RIVER HIGH SCHOOL,2,0,0,0,0,0,0,0,0,0,597,447,474,363,"1,883"
41,MANATEE,771,GILBERT W MCNEAL ELEM SCHOOL,5,104,92,96,144,120,116,0,0,0,0,0,0,0,677
41,MANATEE,781,FREEDOM ELEMENTARY SCHOOL,3,72,111,117,129,113,115,0,0,0,0,0,0,0,660
41,MANATEE,791,VIRGIL MILLS ELEMENTARY SCHOOL,40,130,132,171,174,175,161,0,0,0,0,0,0,0,983
41,MANATEE,801,ROBERT WILLIS ELEMENTARY SCHOO,4,97,118,119,110,103,107,0,0,0,0,0,0,0,658
41,MANATEE,811,ANNIE LUCY WILLIAMS ELEMENTARY,39,104,123,117,127,118,101,0,0,0,0,0,0,0,729
41,MANATEE,821,B.D. GULLETT ELEMENTARY SCHOOL,67,72,67,88,71,76,74,0,0,0,0,0,0,0,515
41,MANATEE,831,G.D. ROGERS GARDEN ELEMENTARY,22,70,57,56,45,56,39,0,0,0,0,0,0,0,345
41,MANATEE,842,BUFFALO CREEK MIDDLE SCHOOL,0,0,0,0,0,0,0,307,285,308,0,0,0,0,900
41,MANATEE,2001,GULF COAST MARINE INSTITUTE,0,0,0,0,0,0,0,1,8,6,17,9,3,0,44
41,MANATEE,2003,EASTER SEALS,0,0,0,0,0,0,0,0,0,0,0,1,2,33,36
41,MANATEE,2004,PACE CENTER FOR GIRLS,2,0,0,0,0,0,0,1,5,15,17,9,4,1,54
41,MANATEE,2007,JUST FOR GIRLS,0,0,0,0,0,0,0,11,19,18,0,0,0,0,48
41,MANATEE,2011,MANASOTA ARC,0,0,0,0,0,0,0,0,1,0,0,2,1,10,14
41,MANATEE,2014,"PINNACLE ACADEMY, INC.",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20
41,MANATEE,2051,JUVENILE DETENTION CENTER,0,0,0,0,0,0,0,1,9,7,23,9,3,1,53
41,MANATEE,2054,MANATEE GLENS,1,4,2,2,2,0,2,0,0,0,0,0,0,0,13
41,MANATEE,2056,MANATEE PALMS YOUTH SERVICES,0,0,0,0,1,3,1,7,5,13,25,5,2,1,63
41,MANATEE,2062,FLORIDA SHERIFF'S YOUTH RANCH,0,0,0,0,0,0,0,2,1,6,5,2,1,0,17
41,MANATEE,2063,PALMETTO YOUTH ACADEMY,0,0,0,0,0,0,0,0,0,2,23,12,4,2,43
41,MANATEE,2066,MANATEE COMMUNITY ACTION AGENC,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18
41,MANATEE,2068,THE PORT ACADEMY,0,0,0,0,0,0,0,0,0,3,5,3,0,0,11
41,MANATEE,2101,MANATEE SCHL OF ARTS/SCIENCES,0,20,29,35,29,36,35,0,0,0,0,0,0,0,184
41,MANATEE,2102,PAL ACADEMY CHARTER MIDDLE SCH,0,35,17,21,17,30,31,27,27,24,0,0,0,0,229
41,MANATEE,2104,MANATEE SCHOOL FOR THE ARTS,1,0,0,0,0,0,0,280,236,202,188,137,112,99,"1,255"
41,MANATEE,2107,RICHARD MILBURN ACADEMY,12,0,0,0,0,0,0,0,0,0,64,50,65,53,244
41,MANATEE,2108,BRADENTON CHARTER SCHOOL,0,0,0,0,9,8,14,22,16,21,0,0,0,0,90
41,MANATEE,2122,OASIS MIDDLE SCHOOL,0,0,0,0,0,0,0,27,23,29,0,0,0,0,79
41,MANATEE,2123,IMAGINE CHARTER SCHOOL AT NORT,58,42,50,40,30,21,19,12,7,0,0,0,0,0,279
41,MANATEE,2124,IMAGINE CHARTER AT LAKEWOOD RA,36,48,54,64,54,53,62,41,25,0,0,0,0,0,437
41,MANATEE,7001,MANATEE VIRTUAL SCHOOL,0,0,3,6,6,4,7,9,10,7,0,0,0,0,52
42,MARION,51,HOWARD MIDDLE SCHOOL,0,0,0,0,0,0,0,348,318,358,0,0,0,0,"1,024"
42,MARION,71,ANTHONY ELEMENTARY SCHOOL,18,56,49,56,63,57,52,0,0,0,0,0,0,0,351
42,MARION,91,BELLEVIEW ELEMENTARY SCHOOL,9,111,95,102,103,117,111,0,0,0,0,0,0,0,648
42,MARION,101,BELLEVIEW-SANTOS ELEM. SCHOOL,0,132,141,124,161,150,151,0,0,0,0,0,0,0,859
42,MARION,162,REDDICK-COLLIER ELEM. SCHOOL,43,62,58,64,67,55,55,0,0,0,0,0,0,0,404
42,MARION,172,DUNNELLON MIDDLE SCHOOL,0,0,0,0,0,0,0,215,229,224,0,0,0,0,668
42,MARION,181,EAST MARION ELEMENTARY SCHOOL,36,110,114,101,124,102,118,0,0,0,0,0,0,0,705
42,MARION,191,EIGHTH STREET ELEMENTARY SCHL,0,40,58,47,59,47,59,0,0,0,0,0,0,0,310
42,MARION,211,FESSENDEN ELEMENTARY SCHOOL,36,91,78,64,66,73,62,0,0,0,0,0,0,0,470
42,MARION,221,FT. KING MIDDLE SCHOOL,0,0,0,0,0,0,0,432,373,430,0,0,0,0,"1,235"
42,MARION,251,WARD-HIGHLANDS ELEMENTARY SCHL,18,132,106,130,173,128,119,0,0,0,0,0,0,0,806
42,MARION,281,LAKE WEIR MIDDLE SCHOOL,0,0,0,0,0,0,0,436,443,453,0,0,0,0,"1,332"
42,MARION,291,MADISON ST ACAD OF VISUAL PERF,0,72,72,72,72,84,84,0,0,0,0,0,0,0,456
42,MARION,311,DR N H JONES ELEMENTARY SCHOOL,0,107,115,115,124,142,142,0,0,0,0,0,0,0,745
42,MARION,331,NORTH MARION HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,366,380,346,305,"1,397"
42,MARION,341,OAKCREST ELEMENTARY SCHOOL,49,113,106,110,107,95,86,0,0,0,0,0,0,0,666
42,MARION,351,FOREST HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,626,641,519,529,"2,315"
42,MARION,361,OSCEOLA MIDDLE SCHOOL,0,0,0,0,0,0,0,309,304,274,0,0,0,0,887
42,MARION,381,SPARR ELEMENTARY SCHOOL,2,68,49,62,64,56,61,0,0,0,0,0,0,0,362
42,MARION,391,SOUTH OCALA ELEMENTARY SCHOOL,21,88,103,96,106,84,85,0,0,0,0,0,0,0,583
42,MARION,401,STANTON-WEIRSDALE ELEMENTARY,18,69,70,75,96,92,87,0,0,0,0,0,0,0,507
42,MARION,431,WYOMINA PARK ELEMENTARY SCHOOL,14,95,73,79,84,89,78,0,0,0,0,0,0,0,512
42,MARION,461,VANGUARD HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,444,428,382,327,"1,581"
42,MARION,471,HILLCREST,0,0,0,0,0,0,0,16,12,16,16,17,13,86,176
42,MARION,491,NORTH MARION MIDDLE SCHOOL,0,0,0,0,0,0,0,260,284,247,0,0,0,0,791
42,MARION,501,LAKE WEIR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,462,424,416,392,"1,694"
42,MARION,521,DUNNELLON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,408,335,362,319,"1,424"
42,MARION,531,FT. MCCOY SCHOOL,38,90,93,69,87,90,99,174,166,186,0,0,0,0,"1,092"
42,MARION,541,OCALA SPRINGS ELEMENTARY SCHL,0,105,97,116,120,100,103,0,0,0,0,0,0,0,641
42,MARION,551,SHADY HILL ELEMENTARY SCHOOL,0,92,100,93,113,114,106,0,0,0,0,0,0,0,618
42,MARION,561,EMERALD SHORES ELEMENTARY SCHL,0,92,96,115,117,95,130,0,0,0,0,0,0,0,645
42,MARION,571,SUNRISE ELEMENTARY SCHOOL,0,217,204,225,262,0,0,0,0,0,0,0,0,0,908
42,MARION,581,EVERGREEN ELEMENTARY SCHOOL,32,97,86,117,104,92,103,0,0,0,0,0,0,0,631
42,MARION,591,HARBOUR VIEW ELEMENTARY SCHOOL,13,122,130,115,119,124,102,0,0,0,0,0,0,0,725
42,MARION,611,MAPLEWOOD ELEMENTARY SCHOOL,27,119,124,143,159,148,167,0,0,0,0,0,0,0,887
42,MARION,621,ROMEO ELEMENTARY SCHOOL,0,118,130,109,117,152,129,0,0,0,0,0,0,0,755
42,MARION,631,BELLEVIEW MIDDLE SCHOOL,0,0,0,0,0,0,0,366,354,358,0,0,0,0,"1,078"
42,MARION,641,DUNNELLON ELEMENTARY SCHOOL,20,118,113,116,132,102,135,0,0,0,0,0,0,0,736
42,MARION,651,COLLEGE PARK ELEMENTARY SCHOOL,46,126,112,114,126,81,104,0,0,0,0,0,0,0,709
42,MARION,661,BELLEVIEW HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,400,365,347,318,"1,430"
42,MARION,671,GREENWAY ELEMENTARY SCHOOL,0,140,144,168,162,162,177,0,0,0,0,0,0,0,953
42,MARION,681,SADDLEWOOD ELEMENTARY SCHOOL,14,126,106,109,125,114,102,0,0,0,0,0,0,0,696
42,MARION,691,LIBERTY MIDDLE SCHOOL,0,0,0,0,0,0,0,307,377,380,0,0,0,0,"1,064"
42,MARION,701,WEST PORT HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,461,471,439,402,"1,773"
42,MARION,711,HAMMETT BOWEN JR. ELEMENTARY S,0,141,142,149,169,145,185,0,0,0,0,0,0,0,931
42,MARION,721,HORIZON ACADEMY AT MARION OAKS,0,0,0,0,0,243,253,247,256,213,0,0,0,0,"1,212"
42,MARION,7001,MCPS DISTRICT VIRTUAL,0,0,8,10,14,6,13,0,0,0,0,0,0,0,51
42,MARION,7004,MARION VIRTUAL FRANCHISE SCHOO,0,0,0,0,0,0,0,1,0,0,1,0,1,4,7
42,MARION,9346,STUDENT SERVICES/ESE,5,0,1,0,0,3,0,2,2,5,5,3,1,2,29
42,MARION,9401,MARION TECHNICAL INSTITUTE,0,0,0,0,0,0,0,0,0,0,0,28,161,214,403
42,MARION,9412,COMMUNITY TECH & ADULT ED. CTR,18,0,0,0,0,0,0,0,0,1,0,3,4,6,32
42,MARION,9618,SILVER RIVER MENTORING AND INS,0,0,0,0,0,0,0,8,10,76,32,33,19,27,205
42,MARION,9670,MARION CHARTER SCHOOL,0,30,34,36,33,36,25,0,0,0,0,0,0,0,194
42,MARION,9680,MCINTOSH AREA CHARTER SCHOOL,0,19,20,11,18,15,19,0,0,0,0,0,0,0,102
42,MARION,9690,FRANCIS MARION MILITARY ACADEM,0,0,0,0,0,0,0,0,0,0,81,16,22,0,119
42,MARION,9721,MARION JUVENILE CORRECTION,0,0,0,0,0,0,0,0,1,6,7,9,14,2,39
42,MARION,9722,MARION REG. JUVENILE DET. CTR,0,0,0,0,0,0,0,0,4,8,22,12,8,10,64
42,MARION,9724,MARION COUNTY JAIL,0,0,0,0,0,0,0,0,0,0,2,1,4,3,10
42,MARION,9727,ARC IDEA PART H BIRTH-3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27
42,MARION,9731,KINGSBURY ACADEMY,0,0,1,2,5,10,14,14,10,28,20,41,30,30,205
42,MARION,9733,PREK SPEECH AND LANGUAGE STUDE,78,0,0,0,0,0,0,0,0,0,0,0,0,0,78
42,MARION,9734,"PACE CENTER FOR GIRLS, INC.",0,0,0,0,0,0,0,0,6,17,7,12,7,4,53
43,MARTIN,21,STUART MIDDLE SCHOOL,0,0,0,0,0,0,0,279,287,290,0,0,0,0,856
43,MARTIN,25,SEA WIND ELEMENTARY SCHOOL,0,127,109,127,113,125,136,0,0,0,0,0,0,0,737
43,MARTIN,31,MARTIN COUNTY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,557,526,437,443,"1,963"
43,MARTIN,51,J. D. PARKER SCHOOL OF TECHNOL,11,103,109,99,96,90,91,0,0,0,0,0,0,0,599
43,MARTIN,61,PALM CITY ELEMENTARY SCHOOL,0,90,86,124,121,158,163,0,0,0,0,0,0,0,742
43,MARTIN,69,INFANT-TODDLERS EXCEPTIONAL ED,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26
43,MARTIN,70,SANDY PINES,0,0,0,1,2,10,4,3,7,10,16,12,1,1,67
43,MARTIN,71,ESE HOMEBOUND,1,1,0,0,0,0,0,1,0,2,5,2,5,3,20
43,MARTIN,73,SPECTRUM JUNIOR/SENIOR HIGH SC,2,0,0,0,0,0,0,0,8,6,20,23,13,5,77
43,MARTIN,81,MURRAY MIDDLE SCHOOL,0,0,0,0,0,0,0,239,268,250,0,0,0,0,757
43,MARTIN,101,PORT SALERNO ELEMENTARY SCHOOL,0,122,105,129,99,104,95,0,0,0,0,0,0,0,654
43,MARTIN,111,HOBE SOUND ELEMENTARY SCHOOL,12,108,114,128,103,130,94,0,0,0,0,0,0,0,689
43,MARTIN,131,WARFIELD ELEMENTARY SCHOOL,0,158,156,136,106,88,0,0,0,0,0,0,0,0,644
43,MARTIN,133,TEEN PARENT  INDIANTOWN,9,0,0,0,0,0,0,0,0,1,3,2,2,3,20
43,MARTIN,211,JENSEN BEACH ELEMENTARY SCHOOL,19,78,94,93,76,110,101,0,0,0,0,0,0,0,571
43,MARTIN,221,INDIANTOWN MIDDLE SCHOOL,0,0,0,0,0,0,101,106,89,103,0,0,0,0,399
43,MARTIN,241,SOUTH FORK HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,511,459,463,432,"1,865"
43,MARTIN,291,PINEWOOD ELEMENTARY SCHOOL,0,119,127,109,123,101,129,0,0,0,0,0,0,0,708
43,MARTIN,294,CHALLENGER SCHOOL,2,1,3,3,3,0,5,4,7,8,14,5,6,10,71
43,MARTIN,301,CRYSTAL LAKE ELEMENTARY SCHOOL,4,79,81,86,87,72,94,0,0,0,0,0,0,0,503
43,MARTIN,321,HIDDEN OAKS MIDDLE SCHOOL,0,0,0,0,0,0,0,352,388,407,0,0,0,0,"1,147"
43,MARTIN,331,BESSEY CREEK ELEMENTARY SCHOOL,0,85,87,88,100,93,103,0,0,0,0,0,0,0,556
43,MARTIN,341,FELIX A WILLIAMS ELEM SCHOOL,0,118,97,101,116,139,113,0,0,0,0,0,0,0,684
43,MARTIN,351,JENSEN BEACH HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,406,390,376,371,"1,543"
43,MARTIN,361,DR. DAVID L. ANDERSON MIDDLE S,0,0,0,0,0,0,0,291,324,276,0,0,0,0,891
43,MARTIN,371,CITRUS GROVE ELEMENTARY,0,92,79,73,96,101,83,0,0,0,0,0,0,0,524
43,MARTIN,400,CLARK ADVANCED LEARNING CENTER,0,0,0,0,0,0,0,0,0,0,0,75,76,64,215
43,MARTIN,410,THE HOPE CENTER,10,6,2,1,0,0,0,0,0,0,0,0,0,0,19
43,MARTIN,5003,PREKINDERGARTEN PROGRAMS,269,0,0,0,0,0,0,0,0,0,0,0,0,0,269
43,MARTIN,5004,PK EARLY INTERVENTION,135,0,0,0,0,0,0,0,0,0,0,0,0,0,135
43,MARTIN,7001,MARTIN VIRTUAL SCHOOL,0,0,1,0,1,1,0,1,0,1,1,1,2,0,9
43,MARTIN,9063,MARTIN COUNTY JAIL,0,0,0,0,0,0,0,0,0,1,3,3,1,2,10
43,MARTIN,9073,MARTIN COUNTY GIRLS ACADEMY,0,0,0,0,0,0,0,0,1,3,14,5,1,2,26
43,MARTIN,9543,FAMILY LEARNING CENTERS,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14
44,MONROE,41,CORAL SHORES HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,230,198,173,149,750
44,MONROE,101,KEY WEST HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,413,401,335,227,"1,376"
44,MONROE,106,KEYS CENTER,0,0,0,0,0,0,0,0,0,0,2,6,7,3,18
44,MONROE,111,HORACE O'BRYANT MIDDLE SCHOOL,0,0,0,0,0,0,0,248,220,250,0,0,0,0,718
44,MONROE,131,MARATHON HIGH SCHOOL,0,0,0,0,0,0,0,92,74,90,104,93,103,63,619
44,MONROE,152,GLYNN ARCHER ELEMENTARY SCHOOL,86,46,53,42,41,27,34,0,0,0,0,0,0,0,329
44,MONROE,161,POINCIANA ELEMENTARY SCHOOL,18,108,100,94,101,111,102,0,0,0,0,0,0,0,634
44,MONROE,181,SIGSBEE ELEMENTARY SCHOOL,18,49,47,35,42,36,23,0,0,0,0,0,0,0,250
44,MONROE,201,SUGARLOAF SCHOOL,32,59,58,62,57,75,66,87,97,104,0,0,0,0,697
44,MONROE,251,STANLEY SWITLIK ELEM. SCHOOL,55,75,84,70,73,85,71,0,0,0,0,0,0,0,513
44,MONROE,291,KEY LARGO SCHOOL,62,90,96,79,102,100,95,109,114,106,0,0,0,0,953
44,MONROE,294,KEY WEST DETENTION CENTER,0,0,0,0,0,0,0,1,0,0,1,2,0,0,4
44,MONROE,295,HURRICANE ISLAND OUTWARD BOUND,0,0,0,0,0,0,0,1,1,5,2,0,1,0,10
44,MONROE,311,GERALD ADAMS ELEMENTARY SCHOOL,64,74,61,76,75,70,64,0,0,0,0,0,0,0,484
44,MONROE,321,PLANTATION KEY SCHOOL,10,35,50,53,56,56,53,57,65,74,0,0,0,0,509
44,MONROE,351,MONTESSORI ELEM CHARTER SCHOOL,0,0,21,14,19,17,14,9,0,0,0,0,0,0,94
44,MONROE,371,TREASURE VILLAGE MONTESSORI CH,16,19,23,25,23,19,25,16,10,12,0,0,0,0,188
44,MONROE,391,BIG PINE ACADEMY,41,12,14,16,11,16,12,10,0,0,0,0,0,0,132
