DISTRICT #,DISTRICT NAME,SCHOOL #,SCHOOL NAME,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,TOTAL MEMBERSHIP
16,DUVAL,2641,CHET'S CREEK ELEMENTARY SCHOOL, ,221,235,221,223,198,183, , , , , , , ,"1,281"
16,DUVAL,2651,FIRST COAST HIGH SCHOOL, , , , , , , , , , ,668,618,543,486,"2,315"
16,DUVAL,2671,LAVILLA SCHOOL OF THE ARTS, , , , , , , ,400,371,348, , , , ,"1,119"
16,DUVAL,2681,ATLANTIC COAST HIGH SCHOOL, , , , , , , , , , ,524,507,537,473,"2,041"
16,DUVAL,2691,BISCAYNE ELEMENTARY SCHOOL,25,76,123,104,101,93,90, , , , , , , ,612
16,DUVAL,2701,OCEANWAY ELEMENTARY SCHOOL, ,97,93,94,100,94,91, , , , , , , ,569
16,DUVAL,2741,WESTVIEW K-8,23,142,140,128,127,133,123,118,127,95, , , , ,"1,156"
16,DUVAL,2791,KERNAN MIDDLE SCHOOL, , , , , , , ,366,422,421, , , , ,"1,209"
16,DUVAL,2801,FRANK H. PETERSON ACADEMIES, , , , , , , , , , ,287,298,242,220,"1,047"
16,DUVAL,2851,A. PHILIP RANDOLPH ACADEMIES,32, , , , , , , ,#,#,145,126,104,135,545
16,DUVAL,5351,ACCLAIM ACADEMY CHARTER SCHOOL, , , , , , , ,83,71,74,42,21, , ,291
16,DUVAL,5371,FLORIDA VIRTUAL ACADEMY AT DUV, , , , , , , ,#, , , , , , ,#
16,DUVAL,5381,SAN JOSE PREPARATORY HIGH SCHO, , , , , , , , , , ,34,18, , ,52
16,DUVAL,5391,SAN JOSE ACADEMY, , , , , , , ,83,54,42, , , , ,179
16,DUVAL,5401,THE SEASIDE PLAYGARDEN INC, ,41,30,18, , , , , , , , , , ,89
16,DUVAL,5411,DUVAL CHARTER SCHOOL AT WESTSI, ,122,87,90,70,68,70,145, , , , , , ,652
16,DUVAL,5421,FLORIDA HIGH SCHOOL FOR ACCELE, , , , , , , , , ,#,18,11,21,23,74
16,DUVAL,5441,RIVER CITY SCIENCE ACADEMY INN, ,57,40,47, , , , , , , , , , ,144
16,DUVAL,5501,SOMERSET K-8, ,30,17,17,23,13,12,27,21,10, , , , ,170
16,DUVAL,7004,DUVAL VIRTUAL ACADEMY FRANCHIS, , , , , , , ,#,#,#,#,#,#,#,22
16,DUVAL,7023,DUVAL VIRTUAL INSTRUCTION ACAD, ,18,15,17,14,12,16,25,36,47,34,31,29,25,319
16,DUVAL,9999,DISTRICT TOTAL,"2,636","11,051","11,199","10,671","10,516","9,419","9,283","9,202","9,245","8,927","10,029","9,654","8,394","7,333","127,559"
17,ESCAMBIA,21,HELLEN CARO ELEMENTARY SCHOOL, ,173,161,161,161,139,151, , , , , , , ,946
17,ESCAMBIA,31,JIM ALLEN ELEMENTARY SCHOOL,45,92,88,96,103,75,104, , , , , , , ,603
17,ESCAMBIA,51,BELLVIEW ELEMENTARY SCHOOL, ,106,114,134,112,117,112, , , , , , , ,695
17,ESCAMBIA,61,BELLVIEW MIDDLE SCHOOL, , , , , , , ,339,353,305, , , , ,997
17,ESCAMBIA,101,BRATT ELEMENTARY SCHOOL,41,65,63,77,78,59,74, , , , , , , ,457
17,ESCAMBIA,111,BRENTWOOD ELEMENTARY SCHOOL,#,124,114,109,104,88,80, , , , , , , ,620
17,ESCAMBIA,191,N. B. COOK ELEMENTARY SCHOOL,#,101,96,95,114,106,112, , , , , , , ,626
17,ESCAMBIA,211,CAMELOT ACADEMY OF ESCAMBIA CO, , , , , , , ,13,32,50,40,14,#,#,159
17,ESCAMBIA,221,RANSOM MIDDLE SCHOOL, , , , , , , ,444,509,478, , , , ,"1,431"
17,ESCAMBIA,231,CORDOVA PARK ELEMENTARY SCHOOL,#,126,115,135,115,122,104, , , , , , , ,718
17,ESCAMBIA,271,ENSLEY ELEMENTARY SCHOOL,38,83,89,71,84,65,69, , , , , , , ,499
17,ESCAMBIA,281,ESCAMBIA HIGH SCHOOL,#, , , , , , , , , ,633,415,360,332,"1,745"
17,ESCAMBIA,291,FERRY PASS ELEMENTARY SCHOOL,#,115,125,121,116,119,98, , , , , , , ,701
17,ESCAMBIA,301,FERRY PASS MIDDLE SCHOOL, , , , , , , ,330,393,298, , , , ,"1,021"
17,ESCAMBIA,361,MONTCLAIR ELEMENTARY SCHOOL,33,68,63,71,50,45,51, , , , , , , ,381
17,ESCAMBIA,371,MYRTLE GROVE ELEMENTARY SCHOOL,#,126,129,128,121,99,112, , , , , , , ,719
17,ESCAMBIA,381,NAVY POINT ELEMENTARY SCHOOL,24,101,103,64,78,60,69, , , , , , , ,499
17,ESCAMBIA,391,OAKCREST ELEMENTARY SCHOOL,50,144,126,94,75,84,62, , , , , , , ,635
17,ESCAMBIA,411,PENSACOLA HIGH SCHOOL,#, , , , , , , , , ,489,354,359,280,"1,490"
17,ESCAMBIA,441,PINE MEADOW ELEMENTARY SCHOOL,#,142,154,153,162,158,178, , , , , , , ,948
17,ESCAMBIA,451,PLEASANT GROVE ELEMENTARY SCHL, ,104,136,113,102,99,93, , , , , , , ,647
17,ESCAMBIA,461,SCENIC HEIGHTS ELEMENTARY SCHL, ,149,169,133,160,127,151, , , , , , , ,889
17,ESCAMBIA,471,O. J. SEMMES ELEMENTARY SCHOOL,63,104,86,52,46,53,49, , , , , , , ,453
17,ESCAMBIA,491,SHERWOOD ELEMENTARY SCHOOL,#,103,112,94,98,72,99, , , , , , , ,584
17,ESCAMBIA,501,A. K. SUTER ELEMENTARY SCHOOL,#,71,88,69,85,60,61, , , , , , , ,436
17,ESCAMBIA,521,J. M. TATE SENIOR HIGH SCHOOL,#, , , , , , , , , ,577,566,445,404,"1,994"
17,ESCAMBIA,541,ERNEST WARD MIDDLE SCHOOL, , , , , , , ,160,153,146, , , , ,459
17,ESCAMBIA,551,WARRINGTON ELEMENTARY SCHOOL,71,90,90,62,66,72,63, , , , , , , ,514
17,ESCAMBIA,561,WARRINGTON MIDDLE SCHOOL, , , , , , , ,198,229,213, , , , ,640
17,ESCAMBIA,572,C. A. WEIS ELEMENTARY SCHOOL,46,132,114,83,88,72,81, , , , , , , ,616
17,ESCAMBIA,581,WEST PENSACOLA ELEMENTARY SCHL,30,71,74,72,78,51,47, , , , , , , ,423
17,ESCAMBIA,601,J. H. WORKMAN MIDDLE SCHOOL, , , , , , , ,316,340,321, , , , ,977
17,ESCAMBIA,602,REINHERDT HOLM ELEMENTARY SCHL,23,86,94,61,57,58,63, , , , , , , ,442
17,ESCAMBIA,671,BROWN BARGE MIDDLE SCHOOL, , , , ,#, , ,200,178,167, , , , ,547
17,ESCAMBIA,741,MCMILLIAN LEARNING CENTER,144, , , , , , , , , , , , , ,144
17,ESCAMBIA,771,LINCOLN PARK ELEMENTARY SCHOOL,52,28,28,23,25, , , , , , , , , ,156
17,ESCAMBIA,852,WOODHAM MIDDLE SCHOOL, , , , , , , ,233,220,256, , , , ,709
17,ESCAMBIA,862,PINE FOREST HIGH SCHOOL,#, , , , , , , , , ,586,450,394,279,"1,710"
17,ESCAMBIA,863,LONGLEAF ELEMENTARY SCHOOL,#,114,136,126,132,113,150, , , , , , , ,779
17,ESCAMBIA,866,JUDY ANDREWS SECOND CHANCE CEN, , , , , , , , , , ,17,14,#,#,45
17,ESCAMBIA,916,ESCAMBIA JUVENILE DETENTION, , , , , , , ,#,#,#,12,#, ,#,33
17,ESCAMBIA,921,L. D. MCARTHUR ELEMENTARY SCHL,12,146,139,119,115,113,111, , , , , , , ,755
17,ESCAMBIA,922,ESCAMBIA WESTGATE CENTER,#,#,#,18,15,13,13,19,14,25,18,19,22,42,242
17,ESCAMBIA,924,LAKEVIEW SPECIAL EDUCATION, , ,#, ,#,#,#,#,#,#,#,#,#, ,27
17,ESCAMBIA,933,HOSPITAL & HOMEBOUND,#,#, , ,#,#,#,#,#,#,#,#,#,#,26
17,ESCAMBIA,941,BEULAH ELEMENTARY SCHOOL, ,158,156,165,141,162,132, , , , , , , ,914
17,ESCAMBIA,951,WASHINGTON SENIOR HIGH SCHOOL,#, , , , , , , , , ,513,390,447,325,"1,680"
17,ESCAMBIA,961,ESCAMBIA BOYS' BASE, , , , , , , , ,#,#,14,#,#, ,22
17,ESCAMBIA,962,COUNTY ADMINISTRATIVE ANNEX,#, , , , , , , , , , , ,#,93,102
17,ESCAMBIA,1201,R. C. LIPSCOMB ELEMENTARY SCHL,#,138,163,133,157,173,155, , , , , , , ,925
17,ESCAMBIA,1221,JIM C. BAILEY MIDDLE SCHOOL, , , , , , , ,548,491,480, , , , ,"1,519"
17,ESCAMBIA,1231,NORTHVIEW HIGH SCHOOL,#, , , , , , , , , ,142,137,132,112,524
17,ESCAMBIA,1241,BLUE ANGELS ELEMENTARY SCHOOL, ,141,144,136,155,139,129, , , , , , , ,844
17,ESCAMBIA,1251,WEST FLORIDA HIGH SCHOOL/TECH, , , , , , , , , , ,392,335,294,267,"1,288"
17,ESCAMBIA,1261,MOLINO PARK ELEMENTARY,43,62,56,62,60,64,66, , , , , , , ,413
17,ESCAMBIA,1281,GLOBAL LEARNING ACADEMY,19,139,159,129,125,102,102, , , , , , , ,775
17,ESCAMBIA,2019,AMIKIDS, , , , , , , , ,#,11,15,#,#, ,33
17,ESCAMBIA,2034,PACE PROGRAM, , , , , , , ,#,#,10,21,10,#,#,51
17,ESCAMBIA,2036,LAKEVIEW DROPOUT PREVENTION, , , , , , , ,#,#,#,#,#,#,#,14
17,ESCAMBIA,2067,ESCAMBIA SCH. DIST. JAIL PROG., , , , , , , ,#,#,#,#,#,#, ,13
17,ESCAMBIA,2081,ESCAMBIA CHARTER SCHOOL,#, , , , , , , , , ,27,37,34,16,120
17,ESCAMBIA,2093,BEULAH ACADEMY OF SCIENCE, , , , , , , ,90,88,110, , , , ,288
17,ESCAMBIA,2104,JACKIE HARRIS PREPARATORY ACAD, ,39,45,36,31,19,27, , , , , , , ,197
17,ESCAMBIA,2106,"BYRNEVILLE ELEMENTARY SCHOOL,", ,35,42,27,32,21,18, , , , , , , ,175
17,ESCAMBIA,2108,PENSACOLA BEACH CHARTER SCHOOL, ,22,22,23,21,21,26, , , , , , , ,135
17,ESCAMBIA,2121,CAPSTONE ACADEMY,25, , , , , , , , , , , , , ,25
17,ESCAMBIA,2124,NEWPOINT ACADEMY, , , , , , , ,40,57,63, , , , ,160
17,ESCAMBIA,2141,NEWPOINT PENSACOLA, , , , , , , , , , ,35,35,28,20,118
17,ESCAMBIA,7001,ESCAMBIA VIRTUAL INSTRUCTION P, ,13,#,#,#,10,14, , , , , , , ,57
17,ESCAMBIA,7004,ESCAMBIA VIRTUAL ACADEMY FRANC, , , , , , , , ,30,29,39,28,50,30,206
17,ESCAMBIA,7023,ESCAMBIA VIRTUAL INSTRUC PROG, , , , , , , ,18, , , , , , ,18
17,ESCAMBIA,9999,DISTRICT TOTAL,842,"3,521","3,612","3,249","3,275","2,956","3,030","2,962","3,110","2,978","3,590","2,823","2,592","2,213","40,753"
18,FLAGLER,11,BUDDY TAYLOR MIDDLE SCHOOL, , , , , , , , ,516,517, , , , ,"1,033"
18,FLAGLER,14,EVEREST ALTERNATIVE, , , , , , , , , , ,#,#,#,#,#
18,FLAGLER,22,BUNNELL ELEMENTARY SCHOOL,67,167,184,168,178,155,158,166, , , , , , ,"1,243"
18,FLAGLER,51,RYMFIRE ELEMENTARY SCHOOL, ,169,186,174,168,193,178,222, , , , , , ,"1,290"
18,FLAGLER,61,IMAGINE SCHOOL AT TOWN CENTER, ,110,121,130,123,112,98,74,71,78, , , , ,917
18,FLAGLER,70,PALM HARBOR ACADEMY, ,17,14,17,#,#,#,#, , , , , , ,70
18,FLAGLER,90,MATANZAS HIGH SCHOOL, , , , , , , , , , ,411,401,386,411,"1,609"
18,FLAGLER,91,FLAGLER-PALM COAST HIGH SCHOOL, , , , , , , , , , ,652,620,598,515,"2,385"
18,FLAGLER,131,LEWIS E. WADSWORTH ELEMENTARY, ,106,117,118,118,98,133,141, , , , , , ,831
18,FLAGLER,201,OLD KINGS ELEMENTARY SCHOOL, ,144,165,143,164,142,171,177, , , , , , ,"1,106"
18,FLAGLER,301,BELLE TERRE ELEMENTARY SCHOOL, ,172,189,172,177,175,210,212,#, , , , , ,"1,310"
18,FLAGLER,401,INDIAN TRAILS MIDDLE SCHOOL, , , , , , , ,#,446,401, , , , ,848
18,FLAGLER,501,PHOENIX ACADEMY, , , , , ,40,40, , , , , , , ,80
18,FLAGLER,7001,FLAGLER VIRTUAL INSTRUCTION PR, ,#, ,#,#,#,#, , , , , , , ,#
18,FLAGLER,7004,IFLAGLER-VIRTUAL FRANCHISE, , , , , , , , , ,#,#,#,#, ,10
18,FLAGLER,9999,DISTRICT TOTAL,67,886,976,923,936,920,993,"1,000","1,036","1,000","1,065","1,023",990,927,"12,742"
19,FRANKLIN,91,FRANKLIN COUNTY SCHOOLS PK-12,53,74,81,76,62,65,53,69,61,45,84,86,60,65,934
19,FRANKLIN,101,FRANKLIN COUNTY LEARNING CENTE, , , , , , ,#,#,#,#,#,#, , ,17
19,FRANKLIN,9009,APALACHICOLA BAY CHARTER SCHOO,#,38,38,37,40,38,42,32,28,35, , , , ,332
19,FRANKLIN,9999,DISTRICT TOTAL,57,112,119,113,102,103,96,103,91,87,88,87,60,65,"1,283"
20,GADSDEN,41,GEORGE W. MUNROE ELEM. SCHOOL,97,107,111,91,86,77,79, ,#, , , , , ,650
20,GADSDEN,51,WEST GADSDEN HIGH SCHOOL, , , , , , , ,98,60,53,56,69,64,74,474
20,GADSDEN,61,HAVANA MIDDLE SCHOOL, , , , , , , ,67,68,48, , , , ,183
20,GADSDEN,71,EAST GADSDEN HIGH SCHOOL, , , , , , , , , , ,219,205,211,199,834
20,GADSDEN,91,HAVANA ELEMENTARY SCHOOL,91,80,68,85,79,49,60,#, , , , , , ,513
20,GADSDEN,101,GADSDEN ELEMENTARY MAGNET SCHO,18,18,15,32,32,14,21,19,19,10, , , , ,198
20,GADSDEN,141,GREENSBORO ELEMENTARY SCHOOL,40,63,67,60,72,50,71, , , , , , , ,423
20,GADSDEN,151,CHATTAHOOCHEE ELEMENTARY SCHL,28,32,22,27,25,27,23, , , , , , , ,184
20,GADSDEN,171,GRETNA ELEMENTARY SCHOOL,56,53,45,56,52,36,30, , , , , , , ,328
20,GADSDEN,191,ST. JOHNS ELEMENTARY SCHOOL,37,44,54,44,44,31,31, , , , , , , ,285
20,GADSDEN,201,STEWART STREET ELEMENTARY SCHL,76,110,108,96,91,79,82, , , , , , , ,642
20,GADSDEN,211,JAMES A. SHANKS MIDDLE SCHOOL, , , , , , , ,182,209,166, , , , ,557
20,GADSDEN,231,CARTER PARRAMORE ACADEMY, , , , , ,#,#,#,21,25,38,21,21,33,175
20,GADSDEN,7001,GADSDEN VIRTUAL INSTRUCTION PR, ,#,#,#,#, ,#, ,#, , , , , ,#
20,GADSDEN,8016,BOLD STEP INFANT CARE,#, , , , , , , , , , , , , ,#
20,GADSDEN,9026,HEAD START PROGRAM,52, , , , , , , , , , , , , ,52
20,GADSDEN,9102,HOPE ACADEMY, , , , , , , ,#,#,#,#,#,#,#,22
20,GADSDEN,9104,CROSSROAD ACADEMY,33,41,34,32,32,41,37,41,37,34,20, , , ,382
20,GADSDEN,9106,GADSDEN CENTRAL ACADEMY, , , , , , ,#,#,#,#,#,#,#,#,21
20,GADSDEN,9108,DROP BACK IN ACADEMY, , , , , , , , , , ,#,15,19,38,77
20,GADSDEN,9999,DISTRICT TOTAL,530,549,526,524,514,409,439,422,423,345,346,315,321,347,"6,010"
21,GILCHRIST,21,TRENTON HIGH SCHOOL, , , , , , , ,104,103,108,82,73,71,75,616
21,GILCHRIST,31,BELL HIGH SCHOOL, , , , , , , ,80,87,104,107,106,102,92,678
21,GILCHRIST,32,BELL ELEMENTARY SCHOOL,65,100,78,72,70,70,74, , , , , , , ,529
21,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,118,103,144,106,97,97,119, , , , , , , ,784
21,GILCHRIST,9999,DISTRICT TOTAL,183,203,222,178,167,167,193,184,190,212,189,179,173,167,"2,607"
22,GLADES,21,MOORE HAVEN JR./SR. HIGH SCHL,#, , , , , , , ,65,51,58,55,48,49,329
22,GLADES,51,MOORE HAVEN ELEMENTARY SCHOOL, ,56,78,70,47,52,41,63, , , , , , ,407
22,GLADES,52,RCMA-GLADES EARLY CHILDHOOD,12, , , , , , , , , , , , , ,12
22,GLADES,55,WEST GLADES SCHOOL, ,70,74,53,43,57,61,46,78,39, , , , ,521
22,GLADES,56,"PEMAYETV EMAHAKV CHARTER ""OUR", ,25,28,31,35,31,25, , , , , , , ,175
22,GLADES,57,PEMAYETV EMAHAKV CHARTER MIDDL, , , , , , , ,35,20,24, , , , ,79
22,GLADES,59,GLADES WEST,#, , , , , , , , , , , , , ,#
22,GLADES,9999,DISTRICT TOTAL,23,151,180,154,125,140,127,144,163,114,58,55,48,49,"1,531"
23,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,31,51,66,62,46,51,47,62, , , , , , ,416
23,GULF,51,PORT ST. JOE ELEMENTARY SCHOOL,41,92,74,68,85,73,83,64, , , , , , ,580
23,GULF,61,PORT ST. JOE HIGH SCHOOL, , , , , , , , ,101,87,89,72,79,77,505
23,GULF,81,WEWAHITCHKA HIGH SCHOOL, , , , , , , ,#,49,78,67,69,53,44,362
23,GULF,9999,DISTRICT TOTAL,72,143,140,130,131,124,130,128,150,165,156,141,132,121,"1,863"
24,HAMILTON,31,CENTRAL HAMILTON ELEM. SCHOOL,18,58,56,44,48,44,43,40, , , , , , ,351
24,HAMILTON,32,HAMILTON COUNTY HIGH SCHOOL, , , , , , , , ,135,133,94,110,99,80,651
24,HAMILTON,41,NORTH HAMILTON ELEMENTARY SCHO,18,64,87,76,72,49,45,57, , , , , , ,468
24,HAMILTON,51,SOUTH HAMILTON ELEMENTARY SCHO,19,26,18,23,27,23,24,20, , , , , , ,180
24,HAMILTON,91,GREENWOOD SCHOOL,#,#,#,#,#,#, ,#,#, ,#, ,#,#,23
24,HAMILTON,3201,TEEN PARENT PROGRAM PK,#, , , , , , , , , , , , , ,#
24,HAMILTON,7001,HAMILTON VIRTUAL INSTRUCTION P, , , , , , , , , , ,#, , , ,#
24,HAMILTON,7004,HAMILTON VIRTUAL FRANCHISE, , , , , , , ,#, ,#,#,#, , ,#
24,HAMILTON,7023,HAMILTON VIRTUAL INSTRUC (DIST, , ,#,#,#,#,#,#, , , , , , ,#
24,HAMILTON,9999,DISTRICT TOTAL,61,149,163,145,151,119,114,121,136,134,97,111,101,84,"1,686"
25,HARDEE,11,HILLTOP ELEMENTARY SCHOOL, ,76,66,61,69,56,51, , , , , , , ,379
25,HARDEE,21,HARDEE SENIOR HIGH SCHOOL, , , , , , , , , , ,365,348,342,259,"1,314"
25,HARDEE,31,HARDEE JUNIOR HIGH SCHOOL, , , , , , , ,387,409,383, ,#,#,#,"1,188"
25,HARDEE,41,BOWLING GREEN ELEMENTARY SCHOO,#,79,81,77,66,62,73, , , , , , , ,440
25,HARDEE,61,ZOLFO SPRINGS ELEMENTARY SCHOO,#,98,109,82,94,86,82, , , , , , , ,552
25,HARDEE,81,PIONEER CAREER ACADEMY, , , , , , , ,#,#,#,#,#,#, ,16
25,HARDEE,91,WAUCHULA ELEMENTARY SCHOOL,42,116,131,102,115,107,105, , , , , , , ,718
25,HARDEE,111,NORTH WAUCHULA ELEMENTARY SCHL,#,114,89,83,82,86,81, , , , , , , ,538
25,HARDEE,7004,HARDEE VIRTUAL FRANCHISE, , , , , , , , ,#, , , ,#, ,#
25,HARDEE,7023,HARDEE VIRTUAL INSTRUCTION(DIS, ,#, , , , , , , , , , , , ,#
25,HARDEE,9999,DISTRICT TOTAL,48,484,476,405,426,397,392,388,419,386,366,352,348,264,"5,151"
26,HENDRY,20,LABELLE MIDDLE SCHOOL, , , , , , , ,268,228,232, , , , ,728
26,HENDRY,61,CLEWISTON MIDDLE SCHOOL, , , , , , , ,234,245,221, , , , ,700
26,HENDRY,151,LABELLE ELEMENTARY SCHOOL,45,84,97,95,77,69,66, , , , , , , ,533
26,HENDRY,161,WESTSIDE ELEMENTARY SCHOOL,#,89,104,107,95,77,80, , , , , , , ,560
26,HENDRY,162,EASTSIDE ELEMENTARY SCHOOL,12,108,100,88,95,79,84, , , , , , , ,566
26,HENDRY,171,CENTRAL ELEMENTARY SCHOOL,48,90,97,89,95,76,79, , , , , , , ,574
26,HENDRY,181,LABELLE HIGH SCHOOL,10, , , , , , , , , ,261,262,254,244,"1,031"
26,HENDRY,191,COUNTRY OAKS ELEMENTARY SCHOOL,20,133,147,114,121,130,116, , , , , , , ,781
26,HENDRY,192,EDWARD A. UPTHEGROVE ELEM., ,72,91,74,61,76,69, , , , , , , ,443
26,HENDRY,201,CLEWISTON HIGH SCHOOL,#, , , , , , , , , ,240,223,237,168,870
26,HENDRY,301,CLEWISTON YOUTH DEVE. ACADEMY, , , , , , , , ,#,#,#,12,15,11,58
26,HENDRY,401,LABELLE YOUTH DEVE. ACADEMY, , , , , , , ,#,#,#,16,#,11,#,47
26,HENDRY,5201,COUNTY WIDE EXCEPT STUDENT ED., ,#, ,#, , , ,#,#,#,#,#,#,#,15
26,HENDRY,9999,DISTRICT TOTAL,145,577,636,568,544,507,494,506,484,468,528,502,519,428,"6,906"
27,HERNANDO,51,HERNANDO HIGH SCHOOL,#, , , , , , , , ,#,315,324,296,352,"1,289"
27,HERNANDO,52,BROOKSVILLE ELEMENTARY SCHOOL,20,128,149,113,133,118,117, , , , , , , ,778
27,HERNANDO,161,WESTSIDE ELEMENTARY SCHOOL,#,97,115,84,98,79,98, , , , , , , ,580
27,HERNANDO,171,EASTSIDE ELEMENTARY SCHOOL,10,74,63,75,84,68,66, , , , , , , ,440
27,HERNANDO,181,FRANK W. SPRINGSTEAD HIGH SCHO, , , , , , , , , , ,435,392,419,390,"1,636"
27,HERNANDO,202,FOX CHAPEL MIDDLE SCHOOL, , , , , , , ,203,206,237, , , , ,646
27,HERNANDO,211,SPRING HILL ELEMENTARY SCHOOL,#,112,126,93,109,108,109, , , , , , , ,665
27,HERNANDO,221,POWELL MIDDLE SCHOOL, , , , , , , ,249,269,306, , , , ,824
27,HERNANDO,231,JOHN FLOYD K-8 SCHOOL ENVIRONM,23,115,130,122,127,121,105,108,78,90, , , , ,"1,019"
27,HERNANDO,241,D. S. PARROTT MIDDLE SCHOOL, , , , , , , ,241,244,304, , , , ,789
