DISTRICT #,DISTRICT NAME,SCHOOL #,SCHOOL NAME,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,TOTAL MEMBERSHIP
29,HILLSBOROUGH,191,BAY CREST ELEMENTARY SCHOOL, ,132,124,118,137,117,132, , , , , , , ,760
29,HILLSBOROUGH,201,BENITO MIDDLE SCHOOL, , , , , , , ,335,358,361, , , , ,"1,054"
29,HILLSBOROUGH,261,BING ELEMENTARY SCHOOL,46,104,112,86,101,81,101, , , , , , , ,631
29,HILLSBOROUGH,271,ALAFIA ELEMENTARY SCHOOL,#,95,100,90,91,87,114, , , , , , , ,579
29,HILLSBOROUGH,281,BLAKE HIGH SCHOOL, , , , , , , , , , ,435,489,395,342,"1,661"
29,HILLSBOROUGH,282,JUST ELEMENTARY,60,158,125,104,87,73,61, , , , , , , ,668
29,HILLSBOROUGH,284,STEWART MIDDLE MAGNET SCHOOL, , , , , , , ,306,296,255, , , , ,857
29,HILLSBOROUGH,291,BRANDON HIGH SCHOOL, , , , , , , , , , ,471,503,491,461,"1,926"
29,HILLSBOROUGH,311,BOYETTE SPRINGS ELEM. SCHOOL,19,86,75,97,98,79,95, , , , , , , ,549
29,HILLSBOROUGH,322,MCLANE MIDDLE SCHOOL, , , , , , , ,281,313,321, , , , ,915
29,HILLSBOROUGH,361,BEVIS ELEMENTARY SCHOOL,#,115,115,135,140,150,145, , , , , , , ,804
29,HILLSBOROUGH,363,WATERS CAREER CENTER, , , , , , , , , ,#, , ,174,#,184
29,HILLSBOROUGH,371,SIMMONS CAREER CENTER, , , , , , , , , ,13, , ,137,24,174
29,HILLSBOROUGH,401,BROOKER ELEMENTARY SCHOOL,12,129,169,148,150,150,131, , , , , , , ,889
29,HILLSBOROUGH,441,BROWARD ELEMENTARY SCHOOL,#,84,80,64,63,45,46, , , , , , , ,389
29,HILLSBOROUGH,521,BRYAN ELEMENTARY SCHOOL,39,137,114,112,124,112,115, , , , , , , ,753
29,HILLSBOROUGH,527,BRYANT ELEMENTARY SCHOOL,12,149,154,166,167,158,156, , , , , , , ,962
29,HILLSBOROUGH,561,BUCHANAN MIDDLE SCHOOL, , , , , , , ,226,261,246, , , , ,733
29,HILLSBOROUGH,571,BUCKHORN ELEMENTARY SCHOOL,#,106,118,114,108,101,108, , , , , , , ,660
29,HILLSBOROUGH,631,BURNETT MIDDLE SCHOOL, , , , , , , ,286,313,315, , , , ,914
29,HILLSBOROUGH,641,BURNEY ELEMENTARY SCHOOL,20,63,45,57,50,58,49, , , , , , , ,342
29,HILLSBOROUGH,651,BURNS MIDDLE SCHOOL, , , , , , , ,380,409,471, , , , ,"1,260"
29,HILLSBOROUGH,681,CAHOON ELEMENTARY MAGNET SCHOO,41,49,64,69,64,77,73, , , , , , , ,437
29,HILLSBOROUGH,682,VAN BUREN MIDDLE SCHOOL, , , , , , , ,190,195,203, , , , ,588
29,HILLSBOROUGH,691,CANNELLA ELEMENTARY SCHOOL,29,125,120,128,121,102,95, , , , , , , ,720
29,HILLSBOROUGH,701,CARROLLWOOD ELEMENTARY SCHOOL,17,129,150,139,100,126,111, , , , , , , ,772
29,HILLSBOROUGH,761,CHAMBERLAIN HIGH SCHOOL, , , , , , , , , , ,492,453,445,414,"1,804"
29,HILLSBOROUGH,771,CHIARAMONTE ELEMENTARY SCHOOL,#,72,87,53,67,59,48, , , , , , , ,393
29,HILLSBOROUGH,772,CHILES ELEMENTARY SCHOOL,#,122,149,133,128,126,120, , , , , , , ,786
29,HILLSBOROUGH,801,CITRUS PARK ELEMENTARY SCHOOL,45,100,88,81,106,102,97, , , , , , , ,619
29,HILLSBOROUGH,802,CIMINO ELEMENTARY SCHOOL,23,125,134,128,121,142,131, , , , , , , ,804
29,HILLSBOROUGH,841,CLAIR-MEL ELEMENTARY SCHOOL,57,105,98,90,89,67,84, , , , , , , ,590
29,HILLSBOROUGH,842,DOWDELL MIDDLE MAGNET SCHOOL, , , , , , , ,187,223,203, , , , ,613
29,HILLSBOROUGH,851,CLARK ELEMENTARY SCHOOL,10,128,131,151,146,140,123, , , , , , , ,829
29,HILLSBOROUGH,861,CLAYWELL ELEMENTARY SCHOOL,23,116,126,122,126,118,124, , , , , , , ,755
29,HILLSBOROUGH,881,CLEVELAND ELEMENTARY SCHOOL,45,76,69,59,66,47,55, , , , , , , ,417
29,HILLSBOROUGH,921,COLEMAN MIDDLE SCHOOL, , , , , , , ,263,298,307, , , , ,868
29,HILLSBOROUGH,931,COLSON ELEMENTARY SCHOOL,23,121,109,128,104,102,111, , , , , , , ,698
29,HILLSBOROUGH,962,LOCKHART ELEMENTARY MAGNET SCH,59,53,58,52,60,67,55, , , , , , , ,404
29,HILLSBOROUGH,1001,CORK ELEMENTARY SCHOOL,15,116,138,113,110,100,86, , , , , , , ,678
29,HILLSBOROUGH,1021,CRESTWOOD ELEMENTARY SCHOOL,#,175,153,149,164,120,139, , , , , , , ,901
29,HILLSBOROUGH,1051,CYPRESS CREEK ELEMENTARY SCHL,14,189,218,186,180,173,170, , , , , , , ,"1,130"
29,HILLSBOROUGH,1080,DAVIDSEN MIDDLE SCHOOL, , , , , , , ,306,311,357, , , , ,974
29,HILLSBOROUGH,1081,DESOTO ELEMENTARY SCHOOL,19,45,31,44,30,40,26, , , , , , , ,235
29,HILLSBOROUGH,1101,DICKENSON ELEMENTARY SCHOOL,46,105,118,82,82,82,86, , , , , , , ,601
29,HILLSBOROUGH,1201,DOVER ELEMENTARY SCHOOL,39,109,145,122,117,90,71, , , , , , , ,693
29,HILLSBOROUGH,1202,WILLIS PETERS EXCEPTIONAL CENT,#,#,#,#,#,#,#,#,#,#,#,#,#,30,92
29,HILLSBOROUGH,1281,DUNBAR ELEMENTARY MAGNET SCHOO, ,29,32,36,39,46,47, , , , , , , ,229
29,HILLSBOROUGH,1291,DURANT HIGH SCHOOL, , , , , , , , , , ,568,582,522,531,"2,203"
29,HILLSBOROUGH,1322,EAST BAY HIGH SCHOOL, , , , , , , , , , ,621,583,582,477,"2,263"
29,HILLSBOROUGH,1324,EISENHOWER MIDDLE SCHOOL, , , , , ,#,#,362,445,434,#,#,#,#,"1,259"
29,HILLSBOROUGH,1361,EDISON ELEMENTARY SCHOOL,50,86,80,72,74,74,54, , , , , , , ,490
29,HILLSBOROUGH,1401,EGYPT LAKE ELEMENTARY SCHOOL,24,109,90,86,83,64,62, , , , , , , ,518
29,HILLSBOROUGH,1431,ESSRIG ELEMENTARY SCHOOL,21,128,109,86,97,127,127, , , , , , , ,695
29,HILLSBOROUGH,1441,FARNELL MIDDLE SCHOOL, , , , , , , ,425,478,475, , , , ,"1,378"
29,HILLSBOROUGH,1471,FOLSOM ELEMENTARY SCHOOL,15,89,78,90,93,95,79, , , , , , , ,539
29,HILLSBOROUGH,1481,FOSTER ELEMENTARY SCHOOL,22,91,89,82,72,65,50, , , , , , , ,471
29,HILLSBOROUGH,1482,SLIGH MIDDLE SCHOOL, , , , , , , ,206,218,224, , , , ,648
29,HILLSBOROUGH,1541,FREEDOM HIGH SCHOOL, , , , , , , , , , ,553,533,499,493,"2,078"
29,HILLSBOROUGH,1542,FRANKLIN MIDDLE MAGNET SCHOOL, , , , , , , ,142,143,134, , , , ,419
29,HILLSBOROUGH,1551,GAITHER HIGH SCHOOL, , , , , , , , , , ,545,536,497,516,"2,094"
29,HILLSBOROUGH,1601,GIBSONTON ELEMENTARY SCHOOL,35,118,95,112,76,94,60, , , , , , , ,590
29,HILLSBOROUGH,1681,GORRIE ELEMENTARY SCHOOL,#,88,82,92,96,101,106, , , , , , , ,566
29,HILLSBOROUGH,1721,GRADY ELEMENTARY SCHOOL,28,84,73,80,68,66,59, , , , , , , ,458
29,HILLSBOROUGH,1761,GRAHAM ELEMENTARY SCHOOL,40,86,58,44,36,46,40, , , , , , , ,350
29,HILLSBOROUGH,1776,BELLAMY ELEMENTARY SCHOOL,#,116,131,124,88,114,105, , , , , , , ,679
29,HILLSBOROUGH,1781,GRECO MIDDLE SCHOOL, , , , , , , ,275,323,289, , , , ,887
29,HILLSBOROUGH,1831,HERITAGE ELEMENTARY SCHOOL,22,107,106,111,100,109,92, , , , , , , ,647
29,HILLSBOROUGH,1871,HILL MIDDLE SCHOOL, , , , , , , ,287,318,330, , , , ,935
29,HILLSBOROUGH,1881,HILLSBOROUGH HIGH SCHOOL, , , , , , , , , , ,538,475,478,380,"1,871"
29,HILLSBOROUGH,1941,HUNTER'S GREEN ELEMENTARY SCHL,28,143,136,137,138,139,121, , , , , , , ,842
29,HILLSBOROUGH,1951,IPPOLITO ELEMENTARY SCHOOL,12,140,168,143,149,125,135, , , , , , , ,872
29,HILLSBOROUGH,2041,JACKSON ELEMENTARY SCHOOL,#,82,85,80,80,93,76, , , , , , , ,503
29,HILLSBOROUGH,2042,JENNINGS MIDDLE SCHOOL, , , , , , , ,279,262,290, , , , ,831
29,HILLSBOROUGH,2201,KENLY ELEMENTARY SCHOOL,32,93,100,82,69,66,68, , , , , , , ,510
29,HILLSBOROUGH,2241,KING HIGH SCHOOL, , , , , , , , , , ,562,450,428,386,"1,826"
29,HILLSBOROUGH,2261,KINGSWOOD ELEMENTARY SCHOOL,10,108,92,108,111,88,98, , , , , , , ,615
29,HILLSBOROUGH,2291,KNIGHTS ELEMENTARY SCHOOL,67,107,109,106,118,93,94, , , , , , , ,694
29,HILLSBOROUGH,2321,LAKE MAGDALENE ELEM. SCHOOL,34,135,161,140,145,129,123, , , , , , , ,867
29,HILLSBOROUGH,2361,LANIER ELEMENTARY SCHOOL,45,57,59,61,69,49,48, , , , , , , ,388
29,HILLSBOROUGH,2362,MONROE MIDDLE SCHOOL, , , , , , , ,150,180,198, , , , ,528
29,HILLSBOROUGH,2401,LEE ELEMENTARY MAGNET SCHOOL, ,51,52,49,52,30,30, , , , , , , ,264
29,HILLSBOROUGH,2421,LETO HIGH SCHOOL, , , , , , , , , , ,479,471,467,399,"1,816"
29,HILLSBOROUGH,2431,LIMONA ELEMENTARY SCHOOL, ,86,97,70,90,80,65, , , , , , , ,488
29,HILLSBOROUGH,2441,LINCOLN ELEMENTARY MAGNET SCHO,38,65,69,69,59,60,58, , , , , , , ,418
29,HILLSBOROUGH,2451,LEWIS ELEMENTARY SCHOOL,18,117,130,111,159,126,132, , , , , , , ,793
29,HILLSBOROUGH,2461,LITHIA SPRINGS ELEM. SCHOOL,#,94,101,92,100,121,101, , , , , , , ,610
29,HILLSBOROUGH,2471,LIBERTY MIDDLE SCHOOL, , , , , , , ,325,349,385, , , , ,"1,059"
29,HILLSBOROUGH,2521,LOMAX MAGNET ELEMENTARY SCHOOL, ,45,46,61,64,67,76, , , , , , , ,359
29,HILLSBOROUGH,2531,LOPEZ ELEMENTARY SCHOOL,16,82,81,79,83,82,61, , , , , , , ,484
29,HILLSBOROUGH,2541,LOPEZ EXCEPTIONAL STUDENT EDUC,#, ,#,#,#,#,#,#,#,#,#,#,#,21,58
29,HILLSBOROUGH,2551,LOWRY ELEMENTARY SCHOOL,13,136,121,133,128,124,112, , , , , , , ,767
29,HILLSBOROUGH,2561,LUTZ ELEMENTARY SCHOOL,#,86,110,94,110,92,88, , , , , , , ,587
29,HILLSBOROUGH,2601,MABRY ELEMENTARY SCHOOL,15,105,132,123,130,142,143, , , , , , , ,790
29,HILLSBOROUGH,2651,MADISON MIDDLE SCHOOL, , , , , , , ,272,285,256, , , , ,813
29,HILLSBOROUGH,2721,MANGO ELEMENTARY SCHOOL,62,136,131,106,126,94,103, , , , , , , ,758
29,HILLSBOROUGH,2771,MANISCALCO ELEMENTARY SCHOOL,11,93,100,81,94,90,77, , , , , , , ,546
29,HILLSBOROUGH,2801,MANN MIDDLE SCHOOL, , , , , , , ,354,408,365, , , , ,"1,127"
29,HILLSBOROUGH,2841,MARSHALL MIDDLE SCHOOL, , , , , , , ,262,267,274, , , , ,803
29,HILLSBOROUGH,2851,MARTINEZ MIDDLE SCHOOL, , , , , , , ,330,380,351, , , , ,"1,061"
29,HILLSBOROUGH,2871,MCDONALD ELEMENTARY SCHOOL,17,107,108,107,85,75,101, , , , , , , ,600
29,HILLSBOROUGH,2882,MEMORIAL MIDDLE SCHOOL, , , , , , , ,205,224,258, , , , ,687
29,HILLSBOROUGH,2961,MENDENHALL ELEMENTARY SCHOOL,#,111,120,107,113,107,98, , , , , , , ,663
29,HILLSBOROUGH,2972,MENDEZ EXCEPTIONAL CENTER, , , ,#,#,#,#,#,#,#,#,#,#,#,44
29,HILLSBOROUGH,3001,FERRELL MIDDLE MAGNET SCHOOL, , , , , , , ,130,139,136, , , , ,405
29,HILLSBOROUGH,3004,MIDDLETON HIGH SCHOOL, , , , , , , , , , ,394,315,296,262,"1,267"
29,HILLSBOROUGH,3041,MILES ELEMENTARY SCHOOL,27,180,133,142,116,108,116, , , , , , , ,822
29,HILLSBOROUGH,3061,MINTZ ELEMENTARY SCHOOL,25,158,136,146,128,127,120, , , , , , , ,840
29,HILLSBOROUGH,3081,MITCHELL ELEMENTARY SCHOOL, ,106,99,112,100,113,81, , , , , , , ,611
29,HILLSBOROUGH,3082,MCKITRICK ELEMENTARY SCHOOL,#,126,149,161,178,197,181, , , , , , , ,995
29,HILLSBOROUGH,3101,MORGAN WOODS ELEMENTARY SCHOOL,31,90,99,76,98,79,94, , , , , , , ,567
29,HILLSBOROUGH,3121,MORT ELEMENTARY SCHOOL,53,202,146,121,121,95,106, , , , , , , ,844
29,HILLSBOROUGH,3131,MULRENNAN MIDDLE SCHOOL, , , , , , , ,355,375,403, , , , ,"1,133"
29,HILLSBOROUGH,3141,NELSON ELEMENTARY SCHOOL,18,122,136,127,116,125,135, , , , , , , ,779
29,HILLSBOROUGH,3151,NORTHWEST ELEMENTARY SCHOOL,18,113,96,94,106,111,119, , , , , , , ,657
29,HILLSBOROUGH,3161,OAK GROVE ELEMENTARY SCHL,68,148,162,128,141,129,137, , , , , , , ,913
29,HILLSBOROUGH,3171,NEWSOME HIGH SCHOOL, , , , , , , , , , ,583,585,651,551,"2,370"
29,HILLSBOROUGH,3181,MULLER ELEMENTARY MAGNET SCHOO,12,50,49,45,61,56,62, , , , , , , ,335
29,HILLSBOROUGH,3201,OAK PARK ELEMENTARY SCHOOL,20,142,105,94,83,78,83, , , , , , , ,605
29,HILLSBOROUGH,3241,ORANGE GROVE MIDDLE MAGNET SCH, , , , , , , ,211,190,161, , , , ,562
29,HILLSBOROUGH,3281,PALM RIVER ELEMENTARY SCHOOL,29,97,95,75,86,71,78, , , , , , , ,531
29,HILLSBOROUGH,3362,PINECREST ELEMENTARY SCHOOL,18,110,95,74,95,83,80, , , , , , , ,555
29,HILLSBOROUGH,3371,RIVERVIEW HIGH SCHOOL, , , , , , , , , , ,631,598,550,535,"2,314"
29,HILLSBOROUGH,3381,PIZZO ELEMENTARY SCHOOL,17,153,164,103,104,77,77, , , , , , , ,695
29,HILLSBOROUGH,3411,PLANT HIGH SCHOOL, , , , , , , , , , ,597,576,580,579,"2,332"
29,HILLSBOROUGH,3431,PLANT CITY HIGH SCHOOL, , , , , , , , , , ,607,604,529,438,"2,178"
29,HILLSBOROUGH,3441,PRIDE ELEMENTARY SCHOOL,#,143,159,142,137,161,154, , , , , , , ,903
29,HILLSBOROUGH,3442,TOMLIN MIDDLE SCHOOL, , , , , , , ,497,554,542, , , , ,"1,593"
29,HILLSBOROUGH,3521,POTTER ELEMENTARY SCHOOL,80,106,120,84,104,89,62, , , , , , , ,645
29,HILLSBOROUGH,3525,HILLSBOROUGH ESE CONTRACT RESI, , , , , , , , , , , ,#, ,#,#
29,HILLSBOROUGH,3561,PROGRESS VILLAGE MIDDLE MAGNET, , , , , , , ,335,286,244, , , , ,865
29,HILLSBOROUGH,3620,RANDALL MIDDLE SCHOOL, , , , , , , ,421,450,467, , , , ,"1,338"
29,HILLSBOROUGH,3622,RIVERHILLS ELEMENTARY MAGNET S,10,54,65,48,46,38,26, , , , , , , ,287
29,HILLSBOROUGH,3641,RIVERVIEW ELEMENTARY SCHOOL,66,101,112,103,84,99,91, , , , , , , ,656
29,HILLSBOROUGH,3681,ROBINSON ELEMENTARY SCHOOL,46,106,93,77,74,84,68, , , , , , , ,548
29,HILLSBOROUGH,3731,ROBINSON HIGH SCHOOL, , , , , , , , , , ,429,422,374,332,"1,557"
29,HILLSBOROUGH,3761,ROBLES ELEMENTARY SCHOOL,69,111,137,91,111,77,98, , , , , , , ,694
29,HILLSBOROUGH,3771,RODGERS MIDDLE SCHOOL, , , , , , , ,202,251,276, , , , ,729
29,HILLSBOROUGH,3782,LAVOY EXCEPTIONAL CENTER,#,#,#,#,#,#,#,#,#,#,#,#,#,31,91
29,HILLSBOROUGH,3784,JEFFERSON HIGH SCHOOL, , , , , , , , , , ,382,394,401,367,"1,544"
29,HILLSBOROUGH,3801,ROOSEVELT ELEMENTARY SCHOOL,19,112,123,105,129,117,115, , , , , , , ,720
29,HILLSBOROUGH,3802,ROLAND PARK K-8 MAGNET SCHOOL,#,72,72,68,71,84,84,106,110,90, , , , ,763
29,HILLSBOROUGH,3841,RUSKIN ELEMENTARY SCHOOL,43,192,202,177,150,174,156, , , , , , , ,"1,094"
29,HILLSBOROUGH,3851,SCHMIDT ELEMENTARY SCHOOL,21,125,98,98,96,98,88, , , , , , , ,624
29,HILLSBOROUGH,3861,SCHWARZKOPF ELEMENTARY SCHOOL,20,110,97,102,108,107,110, , , , , , , ,654
29,HILLSBOROUGH,3881,SEFFNER ELEMENTARY SCHOOL,22,113,139,110,118,116,107, , , , , , , ,725
29,HILLSBOROUGH,3921,SEMINOLE ELEMENTARY SCHOOL,38,76,98,87,71,49,55, , , , , , , ,474
29,HILLSBOROUGH,3922,SESSUMS ELEMENTARY SCHOOL,#,146,147,144,134,113,115, , , , , , , ,807
29,HILLSBOROUGH,3951,SHAW ELEMENTARY SCHOOL,#,112,130,104,76,79,92, , , , , , , ,602
29,HILLSBOROUGH,3961,SHORE ELEMENTARY MAGNET SCHOOL, ,57,60,66,64,70,72, , , , , , , ,389
29,HILLSBOROUGH,4002,SIMMONS EXCEPTIONAL CENTER, , , ,#,#,#,#,#,#,#,#,#,#,12,49
29,HILLSBOROUGH,4141,BLOOMINGDALE HIGH SCHOOL, , , , , , , , , , ,501,521,651,535,"2,208"
29,HILLSBOROUGH,4151,SICKLES HIGH SCHOOL, , , , , , , , , , ,526,534,520,490,"2,070"
29,HILLSBOROUGH,4154,SOUTH COUNTY CAREER CENTER, , , , , , , , ,#,16,#,#,212,17,255
29,HILLSBOROUGH,4155,BOWERS-WHITLEY CAREER CENTER, , , , , , , , , ,15,#, ,221,#,241
29,HILLSBOROUGH,4161,SPRINGHEAD ELEMENTARY SCHOOL,35,152,133,131,141,118,128, , , , , , , ,838
29,HILLSBOROUGH,4201,SULPHUR SPRINGS ELEM. SCHOOL,79,97,99,100,92,64,101, , , , , , , ,632
29,HILLSBOROUGH,4211,SUMMERFIELD ELEMENTARY SCHOOL,26,153,133,139,122,123,117, , , , , , , ,813
29,HILLSBOROUGH,4212,SYMMES ELEMENTARY SCHOOL,#,114,115,117,97,93,104, , , , , , , ,645
29,HILLSBOROUGH,4221,TAMPA BAY TECH HIGH SCHOOL, , , , , , , , , , ,541,550,492,417,"2,000"
29,HILLSBOROUGH,4241,TAMPA BAY BOULEVARD ELEM. SCHL,40,146,122,100,113,108,106, , , , , , , ,735
29,HILLSBOROUGH,4251,RAMPELLO K-8 MAGNET SCHOOL, ,63,69,71,72,73,81,108,119,110, , , , ,766
29,HILLSBOROUGH,4261,TAMPA PALMS ELEMENTARY SCHOOL,13,134,142,126,149,131,116, , , , , , , ,811
29,HILLSBOROUGH,4281,TEMPLE TERRACE ELEM. SCHOOL,#,111,121,111,104,82,84, , , , , , , ,621
29,HILLSBOROUGH,4321,DOROTHY THOMAS CENTER, , ,#, ,#,#,#,#,10,11,#,#,#,#,45
29,HILLSBOROUGH,4324,SATELITE ALTERNATIVE SCHOOLS, ,#,#,#,#,#,#, , , , , , , ,14
29,HILLSBOROUGH,4331,NORTH TAMPA ALTERNATIVE SCHOOL, , , , , , , ,17,65,45,22,#,#, ,158
29,HILLSBOROUGH,4332,BRANDON ALTERNATIVE SCHOOL, , , , , , , ,#,46,41,23,#,#, ,125
29,HILLSBOROUGH,4334,TEEN PARENT EAST PROGRAM,15, , , , , , ,#,#,#, ,#,#,#,33
29,HILLSBOROUGH,4351,TEEN PARENT WEST,92, , , , , , , ,#,#,#,#,#, ,112
29,HILLSBOROUGH,4353,TEEN PARENT SOUTH,13, , , , , , , ,#,#,#,#,#,#,31
29,HILLSBOROUGH,4361,THONOTOSASSA ELEMENTARY SCHOOL,46,79,70,52,61,43,63, , , , , , , ,414
29,HILLSBOROUGH,4381,TINKER ELEMENTARY SCHOOL, ,101,100,99,91,77,86, , , , , , , ,554
29,HILLSBOROUGH,4391,ACTS, , , , , , , , ,#,#,#,#,#, ,10
29,HILLSBOROUGH,4441,TOWN & COUNTRY ELEMENTARY SCHL,37,66,66,74,71,74,82, , , , , , , ,470
29,HILLSBOROUGH,4442,WEBB MIDDLE SCHOOL, , , , , , , ,251,286,306, , , , ,843
29,HILLSBOROUGH,4481,TRAPNELL ELEMENTARY SCHOOL,45,100,90,95,78,69,82, , , , , , , ,559
29,HILLSBOROUGH,4522,TURKEY CREEK MIDDLE SCHOOL, , , , , , , ,351,332,331, , , , ,"1,014"
29,HILLSBOROUGH,4561,TWIN LAKES ELEMENTARY SCHOOL,21,137,111,137,99,97,90, , , , , , , ,692
29,HILLSBOROUGH,4562,CAMINITI EXCEPTIONAL CENTER,#,#,#,#,#,#,#,#,#,#,#,11,#,48,124
29,HILLSBOROUGH,4581,VALRICO ELEMENTARY SCHOOL,14,102,134,125,124,135,139, , , , , , , ,773
29,HILLSBOROUGH,4591,WALDEN LAKE ELEMENTARY SCHOOL, ,131,161,138,138,136,147, , , , , , , ,851
29,HILLSBOROUGH,4601,WASHINGTON ELEMENTARY SCHOOL,53,101,95,67,81,53,45, , , , , , , ,495
29,HILLSBOROUGH,4611,WALKER MIDDLE MAGNET SCHOOL, , , , , , , ,328,290,282, , , , ,900
29,HILLSBOROUGH,4651,WESTCHASE ELEMENTARY SCHOOL,10,140,167,158,139,165,146, , , , , , , ,925
29,HILLSBOROUGH,4681,WEST SHORE ELEMENTARY SCHOOL,23,67,55,46,45,29,41, , , , , , , ,306
29,HILLSBOROUGH,4722,WEST TAMPA ELEMENTARY SCHOOL,62,89,80,71,62,63,79, , , , , , , ,506
29,HILLSBOROUGH,4731,WHARTON HIGH SCHOOL, , , , , , , , , , ,683,527,559,555,"2,324"
29,HILLSBOROUGH,4741,WILLIAMS MIDDLE MAGNET SCHOOL, , , , , , , ,322,242,234, , , , ,798
29,HILLSBOROUGH,4747,JAMES ELEMENTARY SCHOOL,10,114,115,105,100,88,86, , , , , , , ,618
29,HILLSBOROUGH,4761,WILSON MIDDLE SCHOOL, , , , , , , ,165,184,213, , , , ,562
29,HILLSBOROUGH,4801,WILSON ELEMENTARY SCHOOL,25,54,61,54,50,53,58, , , , , , , ,355
29,HILLSBOROUGH,4841,WIMAUMA ELEMENTARY SCHOOL,32,89,102,84,93,68,50, , , , , , , ,518
29,HILLSBOROUGH,4921,WITTER ELEMENTARY SCHOOL,72,91,108,66,73,65,76, , , , , , , ,551
29,HILLSBOROUGH,4941,WOODBRIDGE ELEMENTARY SCHOOL,12,92,108,90,105,81,92, , , , , , , ,580
29,HILLSBOROUGH,4961,YATES ELEMENTARY SCHOOL,#,110,124,98,108,115,108, , , , , , , ,671
29,HILLSBOROUGH,5041,YOUNG MIDDLE MAGNET SCHOOL, , , , , , , ,196,182,183, , , , ,561
29,HILLSBOROUGH,5042,HILLSBOROUGH GIRLS ACADEMY, , , , , , , , , ,#,#,#,#,#,12
29,HILLSBOROUGH,5044,"DETENTION CENTER, WEST", , , , , , , ,#,15,20,24,#,#,#,76
29,HILLSBOROUGH,5048,LES PETERS ACADEMY, , , , , , , , , ,#,#, , , ,10
29,HILLSBOROUGH,5051,AMI KIDS TAMPA, , , , , , , ,#,15,11,#, , , ,37
29,HILLSBOROUGH,5052,AMI KIDS YES, , , , , , , , ,#,#,12,#,#, ,31
29,HILLSBOROUGH,5054,PACE CENTER FOR GIRLS, , , , , , , , ,#,#,27,11,#,#,53
29,HILLSBOROUGH,5056,TAMPA RESIDENTIAL FACILITY, , , , , , , , , ,#,#,13,#,#,30
29,HILLSBOROUGH,5058,FALKENBURG ROAD JAIL, , , , , , , , ,#,#,#, ,#, ,10
29,HILLSBOROUGH,5060,RIVERSIDE ACADEMY, , , , , , , , ,#,21,92,27,#,#,157
29,HILLSBOROUGH,5062,COLUMBUS RESIDENTIAL JUVENILE, , , , , , , ,#,#,#,22,#,#, ,46
29,HILLSBOROUGH,5071,LAKE ACADEMY, , , , , , , , ,#,#,21,#,#, ,47
29,HILLSBOROUGH,5371,HOSPITAL/HOMEBOUND/HOMEBASED P,#,10,#,#,11,11, ,#,14,12,14,12,10,19,138
29,HILLSBOROUGH,5372,ESE BIRTH THRU AGE 5,295, , , , , , , , , , , , , ,295
29,HILLSBOROUGH,6529,DELIA SANCHEZ FULL SERVICE SCH,18, , , , , , , , , , , , , ,18
29,HILLSBOROUGH,6601,RICHARDSON MONTESSORI ACADEMY, ,#,13,#,#,#,#,#, , , , , , ,42
29,HILLSBOROUGH,6606,TERRACE COMMUNITY MIDDLE SCHOO, , , , , , , ,219,220,220, , , , ,659
29,HILLSBOROUGH,6608,VILLAGE OF EXCEL. ACAD., ,42,36,35,33,30,23,19, , , , , , ,218
29,HILLSBOROUGH,6609,PEPIN ACADEMIES, ,#,12,16,46,38,53,86,79,58,51,50,38,39,569
29,HILLSBOROUGH,6613,LEARNING GATE COMMUNITY SCHOOL, ,76,77,77,83,87,88,106,110,97, , , , ,801
29,HILLSBOROUGH,6615,RCMA WIMAUMA ACADEMY, ,36,38,40,34,25,23, , , , , , , ,196
29,HILLSBOROUGH,6620,TAMPA CHARTER SCHOOL, ,14,#,#,11,22,27,39,45,30, , , , ,200
29,HILLSBOROUGH,6621,MOUNT PLEASANT STANDARD BASE, , , , , , , ,35,29,34, , , , ,98
29,HILLSBOROUGH,6623,WALTON ACADEMY, ,50,32,29,26,22,19, , , , , , , ,178
29,HILLSBOROUGH,6624,TRINITY SCHOOL FOR CHILDREN, ,78,94,71,76,76,74,72,90,74, , , , ,705
29,HILLSBOROUGH,6625,LITERACY/LEADERSHIP/TECHNOLOGY, ,33,30,24,38,40,41,104,115,99, , , , ,524
29,HILLSBOROUGH,6626,KIDS COMMUNITY COLLEGE, ,54,54,54,54,66,66, , , , , , , ,348
29,HILLSBOROUGH,6630,PEPIN TRANSITIONAL SCHOOL, , , , , , , , , , , , , ,61,61
29,HILLSBOROUGH,6634,BROOKS DEBARTOLO COLLEGIATE HI, , , , , , , , , , ,145,126,86,67,424
29,HILLSBOROUGH,6637,SHILOH ELEMENTARY CHARTER SCHO, ,66,75,71,68,79,86, , , , , , , ,445
29,HILLSBOROUGH,6639,FLORIDA AUTISM CHARTER SCHOOL,#,#,#,#,#,10,#,#,#,#,#,#,#,#,93
29,HILLSBOROUGH,6643,COMMUNITY CHARTER SCHOOL OF EX, , ,20,25,34,21,23, , , , , , , ,123
29,HILLSBOROUGH,6644,ADVANTAGE ACADEMY OF HILLSBORO, ,45,64,60,61,45,42, , , , , , , ,317
29,HILLSBOROUGH,6645,ADVANTAGE ACADEMY MIDDLE SCHOO, , , , , , , ,61,49,34, , , , ,144
29,HILLSBOROUGH,6646,SEMINOLE HEIGHTS CHARTER HIGH, , , , , , , , , , ,58,147,133,93,431
